user_count,education,education_id,ed_list
35775,Bachelor or Higher,0,[]
35776,Bachelor or Higher,0,[]
35777,Bachelor or Higher,0,[]
35778,Bachelor or Higher,0,[]
35779,Bachelor or Higher,0,[]
35780,Bachelor or Higher,0,[]
35781,Bachelor or Higher,0,[]
35782,Some College or Associate,1,[]
35783,Some College or Associate,1,[]
35784,Bachelor or Higher,0,[]
35785,Bachelor or Higher,0,[]
35786,Some College or Associate,1,[]
35787,Some College or Associate,1,[]
35788,Bachelor or Higher,0,[]
35789,Bachelor or Higher,0,[]
35790,Some College or Associate,1,[]
35791,High School,2,[]
35792,Bachelor or Higher,0,[]
35793,Bachelor or Higher,0,[]
35794,Bachelor or Higher,0,[]
35795,Bachelor or Higher,0,[]
35796,Bachelor or Higher,0,[]
35797,error,error,error
35798,Bachelor or Higher,0,[]
35799,Bachelor or Higher,0,[]
35800,Some College or Associate,1,[]
35801,Bachelor or Higher,0,[]
35802,Bachelor or Higher,0,[]
35803,Bachelor or Higher,0,[]
35804,Some College or Associate,1,[]
35805,Some College or Associate,1,[]
35806,Some College or Associate,1,[]
35807,Bachelor or Higher,0,[]
35808,Bachelor or Higher,0,[]
35809,Some College or Associate,1,[]
35810,Bachelor or Higher,0,[]
35811,Bachelor or Higher,0,[]
35812,Other,4,"[['', 'GFH', '']]"
35813,Bachelor or Higher,0,[]
35814,Bachelor or Higher,0,[]
35815,Some College or Associate,1,[]
35816,Some College or Associate,1,[]
35817,Bachelor or Higher,0,[]
35818,Bachelor or Higher,0,[]
35819,Bachelor or Higher,0,[]
35820,Some College or Associate,1,[]
35821,Bachelor or Higher,0,[]
35822,Bachelor or Higher,0,[]
35823,Bachelor or Higher,0,[]
35824,Some College or Associate,1,[]
35825,Bachelor or Higher,0,[]
35826,Other,4,"[['', 'Columbia State', 'Graduated with a certificate in Film Crew Technology.']]"
35827,Bachelor or Higher,0,[]
35828,Bachelor or Higher,0,[]
35829,Bachelor or Higher,0,[]
35830,Bachelor or Higher,0,[]
35831,Bachelor or Higher,0,[]
35832,Bachelor or Higher,0,[]
35833,Some College or Associate,1,[]
35834,Bachelor or Higher,0,[]
35835,Some College or Associate,1,[]
35836,Some College or Associate,1,[]
35837,Bachelor or Higher,0,[]
35838,Some College or Associate,1,[]
35839,High School,2,[]
35840,Bachelor or Higher,0,[]
35841,Some College or Associate,1,[]
35842,Bachelor or Higher,0,[]
35843,Bachelor or Higher,0,[]
35844,Bachelor or Higher,0,[]
35845,Bachelor or Higher,0,[]
35846,Some College or Associate,1,[]
35847,Some College or Associate,1,[]
35848,Bachelor or Higher,0,[]
35849,Some College or Associate,1,[]
35850,Bachelor or Higher,0,[]
35851,Bachelor or Higher,0,[]
35852,Bachelor or Higher,0,[]
35853,Other,4,"[['', 'Bay Haven Charter Academy', '']]"
35854,Bachelor or Higher,0,[]
35855,error,error,error
35856,Bachelor or Higher,0,[]
35857,Bachelor or Higher,0,[]
35858,Bachelor or Higher,0,[]
35859,Bachelor or Higher,0,[]
