user_count,worker_id,face_data
1,~019ef3758cf73d289c,"[{u'faceId': u'476564f7-03e7-41e2-addd-dcb1f83d28ea', u'faceRectangle': {u'width': 91, u'top': 8, u'height': 91, u'left': 68}, u'faceAttributes': {u'emotion': {u'sadness': 0.0, u'neutral': 0.999, u'contempt': 0.0, u'disgust': 0.0, u'anger': 0.0, u'surprise': 0.0, u'fear': 0.0, u'happiness': 0.0}, u'noise': {u'noiseLevel': u'low', u'value': 0.0}, u'gender': u'male', u'age': 31.1, u'makeup': {u'lipMakeup': False, u'eyeMakeup': False}, u'accessories': [], u'facialHair': {u'sideburns': 0.3, u'moustache': 0.4, u'beard': 0.3}, u'hair': {u'invisible': False, u'hairColor': [{u'color': u'black', u'confidence': 0.91}, {u'color': u'gray', u'confidence': 0.89}, {u'color': u'other', u'confidence': 0.66}, {u'color': u'blond', u'confidence': 0.22}, {u'color': u'brown', u'confidence': 0.14}, {u'color': u'red', u'confidence': 0.11}], u'bald': 0.41}, u'headPose': {u'yaw': 2.2, u'roll': -7.9, u'pitch': 0.0}, u'blur': {u'blurLevel': u'medium', u'value': 0.73}, u'smile': 0.0, u'exposure': {u'exposureLevel': u'goodExposure', u'value': 0.49}, u'occlusion': {u'mouthOccluded': False, u'eyeOccluded': False, u'foreheadOccluded': False}, u'glasses': u'NoGlasses'}}]"
