user_count,gender,age,age_range_id
1,female,33.0,2
2,male,37.0,3
3,male,32.0,2
4,female,44.0,3
5,male,25.0,2
6,male,41.0,3
7,error,error,error
8,male,36.0,3
9,female,24.0,1
10,female,34.0,2
11,male,42.0,3
12,male,84.0,6
13,female,34.0,2
14,male,37.0,3
15,error,error,error
16,male,57.0,5
17,male,31.0,2
18,male,44.0,3
19,male,29.0,2
20,male,42.0,3
21,male,55.0,5
22,female,39.0,3
23,male,79.0,6
24,error,error,error
25,error,error,error
26,error,error,error
27,male,38.0,3
28,male,33.0,2
29,male,48.0,4
30,female,36.0,3
31,male,34.0,2
32,female,50.0,4
33,male,56.0,5
34,error,error,error
35,female,34.0,2
36,male,36.0,3
37,male,25.0,2
38,male,39.0,3
39,male,29.0,2
40,female,32.0,2
41,male,33.0,2
42,male,33.0,2
43,male,39.0,3
44,female,32.0,2
45,male,33.0,2
46,male,31.0,2
47,error,error,error
48,female,26.0,2
49,female,22.0,1
50,error,error,error
51,female,28.0,2
52,female,46.0,4
53,male,27.0,2
54,female,26.0,2
55,female,34.0,2
56,female,25.0,2
57,male,62.0,5
58,error,error,error
59,female,25.0,2
60,male,42.0,3
61,female,40.0,3
62,male,47.0,4
63,female,31.0,2
64,male,45.0,4
65,male,25.0,2
66,male,35.0,3
67,female,23.0,1
68,male,31.0,2
69,female,20.0,1
70,female,37.0,3
71,male,40.0,3
72,female,28.0,2
73,error,error,error
74,error,error,error
75,male,42.0,3
76,male,46.0,4
77,male,33.0,2
78,male,36.0,3
79,female,25.0,2
80,male,33.0,2
81,female,32.0,2
82,male,34.0,2
83,error,error,error
84,male,36.0,3
85,female,37.0,3
86,male,44.0,3
87,male,29.0,2
88,female,27.0,2
89,female,36.0,3
90,female,25.0,2
91,female,31.0,2
92,male,30.0,2
93,error,error,error
94,male,36.0,3
95,male,31.0,2
96,male,33.0,2
97,male,39.0,3
98,female,33.0,2
99,female,30.0,2
100,male,30.0,2
101,female,47.0,4
102,male,45.0,4
103,male,24.0,1
104,male,30.0,2
105,male,45.0,4
106,female,32.0,2
107,female,32.0,2
108,male,30.0,2
109,male,35.0,3
110,male,33.0,2
111,female,40.0,3
112,error,error,error
113,error,error,error
114,male,38.0,3
115,female,37.0,3
116,error,error,error
117,male,43.0,3
118,female,22.0,1
119,male,29.0,2
120,male,35.0,3
121,error,error,error
122,error,error,error
123,male,61.0,5
124,error,error,error
125,female,67.0,6
126,male,37.0,3
127,male,48.0,4
128,male,39.0,3
129,male,59.0,5
130,female,21.0,1
131,male,32.0,2
132,error,error,error
133,error,error,error
134,male,40.0,3
135,female,33.0,2
136,female,26.0,2
137,female,83.0,6
138,male,44.0,3
139,male,53.0,4
140,male,32.0,2
141,male,42.0,3
142,male,28.0,2
143,male,34.0,2
144,error,error,error
145,female,26.0,2
146,male,43.0,3
147,female,32.0,2
148,male,31.0,2
149,female,30.0,2
150,female,37.0,3
151,male,34.0,2
152,female,31.0,2
153,male,27.0,2
154,male,23.0,1
155,male,39.0,3
156,male,35.0,3
157,female,45.0,4
158,female,30.0,2
159,female,37.0,3
160,male,43.0,3
161,male,32.0,2
162,female,22.0,1
163,female,36.0,3
164,female,29.0,2
165,female,31.0,2
166,error,error,error
167,male,36.0,3
168,female,30.0,2
169,female,43.0,3
170,female,36.0,3
171,female,32.0,2
172,female,32.0,2
173,female,52.0,4
174,female,39.0,3
175,female,38.0,3
176,male,36.0,3
177,male,60.0,5
178,male,40.0,3
179,male,27.0,2
180,female,22.0,1
181,male,43.0,3
182,male,47.0,4
183,male,33.0,2
184,male,34.0,2
185,male,45.0,4
186,male,35.0,3
187,female,44.0,3
188,female,36.0,3
189,male,40.0,3
190,male,32.0,2
191,male,24.0,1
192,male,33.0,2
193,male,36.0,3
194,male,31.0,2
195,male,34.0,2
196,female,35.0,3
197,female,29.0,2
198,female,23.0,1
199,female,44.0,3
200,female,35.0,3
201,male,26.0,2
202,female,22.0,1
203,female,50.0,4
204,male,35.0,3
205,male,58.0,5
206,female,38.0,3
207,female,35.0,3
208,male,49.0,4
209,female,30.0,2
210,female,31.0,2
211,female,25.0,2
212,male,47.0,4
213,male,29.0,2
214,male,36.0,3
215,male,32.0,2
216,female,44.0,3
217,female,33.0,2
218,male,42.0,3
219,male,57.0,5
220,male,32.0,2
221,female,30.0,2
222,female,33.0,2
223,female,34.0,2
224,female,35.0,3
225,male,30.0,2
226,female,29.0,2
227,male,37.0,3
228,male,43.0,3
229,female,28.0,2
230,female,28.0,2
231,male,30.0,2
232,female,25.0,2
233,female,30.0,2
234,male,38.0,3
235,female,20.0,1
236,error,error,error
237,female,38.0,3
238,female,24.0,1
239,male,35.0,3
240,female,39.0,3
241,male,43.0,3
242,male,43.0,3
243,male,42.0,3
244,male,48.0,4
245,male,53.0,4
246,male,51.0,4
247,female,45.0,4
248,male,43.0,3
249,female,32.0,2
250,female,29.0,2
251,male,33.0,2
252,error,error,error
253,female,24.0,1
254,male,33.0,2
255,male,44.0,3
256,male,37.0,3
257,female,26.0,2
258,error,error,error
259,female,24.0,1
260,female,73.0,6
261,male,74.0,6
262,male,51.0,4
263,female,39.0,3
264,error,error,error
265,male,55.0,5
266,male,35.0,3
267,male,29.0,2
268,male,52.0,4
269,male,44.0,3
270,male,35.0,3
271,male,45.0,4
272,male,13.0,0
273,male,41.0,3
274,error,error,error
275,female,37.0,3
276,male,42.0,3
277,female,30.0,2
278,female,37.0,3
279,male,40.0,3
280,female,15.0,0
281,male,35.0,3
282,male,74.0,6
283,error,error,error
284,male,47.0,4
285,male,32.0,2
286,male,37.0,3
287,male,40.0,3
288,female,33.0,2
289,male,30.0,2
290,female,37.0,3
291,male,25.0,2
292,male,39.0,3
293,female,33.0,2
294,male,19.0,0
295,error,error,error
296,female,29.0,2
297,female,41.0,3
298,male,31.0,2
299,male,29.0,2
300,male,33.0,2
301,male,37.0,3
302,male,46.0,4
303,female,30.0,2
304,male,39.0,3
305,male,35.0,3
306,female,24.0,1
307,male,32.0,2
308,female,28.0,2
309,female,37.0,3
310,male,30.0,2
311,female,30.0,2
312,male,51.0,4
313,male,76.0,6
314,female,27.0,2
315,male,35.0,3
316,female,25.0,2
317,male,40.0,3
318,male,39.0,3
319,female,29.0,2
320,female,51.0,4
321,male,25.0,2
322,male,39.0,3
323,male,25.0,2
324,error,error,error
325,male,41.0,3
326,female,27.0,2
327,error,error,error
328,female,19.0,0
329,male,36.0,3
330,male,38.0,3
331,male,53.0,4
332,female,44.0,3
333,female,43.0,3
334,male,24.0,1
335,male,31.0,2
336,male,43.0,3
337,male,37.0,3
338,male,37.0,3
339,female,33.0,2
340,male,31.0,2
341,female,35.0,3
342,female,28.0,2
343,female,26.0,2
344,female,42.0,3
345,male,43.0,3
346,female,22.0,1
347,female,34.0,2
348,male,57.0,5
349,female,20.0,1
350,male,48.0,4
351,male,41.0,3
352,male,32.0,2
353,male,32.0,2
354,male,29.0,2
355,female,37.0,3
356,male,23.0,1
357,male,37.0,3
358,female,28.0,2
359,male,33.0,2
360,male,22.0,1
361,male,36.0,3
362,male,33.0,2
363,male,36.0,3
364,female,34.0,2
365,male,47.0,4
366,female,40.0,3
367,male,44.0,3
368,female,37.0,3
369,female,68.0,6
370,female,34.0,2
371,female,38.0,3
372,female,41.0,3
373,male,40.0,3
374,male,51.0,4
375,male,43.0,3
376,error,error,error
377,male,28.0,2
378,male,39.0,3
379,male,49.0,4
380,male,32.0,2
381,female,28.0,2
382,male,31.0,2
383,female,37.0,3
384,female,24.0,1
385,female,24.0,1
386,female,33.0,2
387,male,38.0,3
388,male,35.0,3
389,male,41.0,3
390,female,36.0,3
391,male,40.0,3
392,female,26.0,2
393,error,error,error
394,female,34.0,2
395,female,28.0,2
396,male,30.0,2
397,female,34.0,2
398,male,57.0,5
399,female,35.0,3
400,male,32.0,2
401,female,39.0,3
402,male,40.0,3
403,male,50.0,4
404,male,42.0,3
405,female,26.0,2
406,female,40.0,3
407,error,error,error
408,female,22.0,1
409,female,34.0,2
410,male,31.0,2
411,error,error,error
412,error,error,error
413,female,50.0,4
414,female,37.0,3
415,error,error,error
416,female,30.0,2
417,error,error,error
418,male,28.0,2
419,male,29.0,2
420,female,47.0,4
421,female,42.0,3
422,female,42.0,3
423,male,35.0,3
424,male,42.0,3
425,female,28.0,2
426,error,error,error
427,male,34.0,2
428,male,23.0,1
429,male,30.0,2
430,female,36.0,3
431,female,35.0,3
432,male,27.0,2
433,male,30.0,2
434,female,32.0,2
435,male,20.0,1
436,male,43.0,3
437,female,31.0,2
438,male,75.0,6
439,male,22.0,1
440,male,28.0,2
441,female,42.0,3
442,female,41.0,3
443,male,41.0,3
444,female,15.0,0
445,female,24.0,1
446,male,42.0,3
447,male,35.0,3
448,male,62.0,5
449,female,31.0,2
450,female,28.0,2
451,male,45.0,4
452,female,27.0,2
453,male,31.0,2
454,male,37.0,3
455,male,49.0,4
456,male,22.0,1
457,male,32.0,2
458,female,37.0,3
459,female,30.0,2
460,male,38.0,3
461,female,28.0,2
462,male,32.0,2
463,female,37.0,3
464,female,58.0,5
465,female,24.0,1
466,male,34.0,2
467,male,42.0,3
468,female,27.0,2
469,female,25.0,2
470,male,43.0,3
471,male,42.0,3
472,female,29.0,2
473,male,36.0,3
474,male,42.0,3
475,error,error,error
476,female,29.0,2
477,male,67.0,6
478,male,34.0,2
479,female,24.0,1
480,male,46.0,4
481,female,18.0,0
482,female,43.0,3
483,male,36.0,3
484,female,32.0,2
485,female,33.0,2
486,error,error,error
487,male,78.0,6
488,female,63.0,5
489,male,26.0,2
490,female,36.0,3
491,male,16.0,0
492,male,38.0,3
493,female,49.0,4
494,male,35.0,3
495,female,27.0,2
496,male,31.0,2
497,male,37.0,3
498,male,32.0,2
499,male,29.0,2
500,female,27.0,2
501,male,30.0,2
502,male,42.0,3
503,female,26.0,2
504,male,28.0,2
505,error,error,error
506,female,43.0,3
507,male,31.0,2
508,female,36.0,3
509,male,39.0,3
510,female,30.0,2
511,female,30.0,2
512,male,72.0,6
513,male,48.0,4
514,male,26.0,2
515,male,32.0,2
516,error,error,error
517,male,40.0,3
518,female,24.0,1
519,male,27.0,2
520,male,31.0,2
521,male,29.0,2
522,male,36.0,3
523,male,43.0,3
524,male,74.0,6
525,female,22.0,1
526,male,28.0,2
527,male,23.0,1
528,male,36.0,3
529,female,52.0,4
530,error,error,error
531,male,29.0,2
532,female,27.0,2
533,male,26.0,2
534,male,38.0,3
535,female,28.0,2
536,error,error,error
537,female,30.0,2
538,male,40.0,3
539,male,80.0,6
540,male,34.0,2
541,male,34.0,2
542,female,26.0,2
543,male,28.0,2
544,male,28.0,2
545,male,27.0,2
546,male,30.0,2
547,male,32.0,2
548,male,29.0,2
549,male,39.0,3
550,female,39.0,3
551,male,36.0,3
552,male,47.0,4
553,male,33.0,2
554,female,33.0,2
555,female,41.0,3
556,male,33.0,2
557,male,32.0,2
558,male,36.0,3
559,female,31.0,2
560,male,30.0,2
561,male,30.0,2
562,female,32.0,2
563,female,44.0,3
564,male,29.0,2
565,male,48.0,4
566,male,43.0,3
567,male,50.0,4
568,male,31.0,2
569,female,23.0,1
570,male,28.0,2
571,male,33.0,2
572,male,31.0,2
573,female,27.0,2
574,female,23.0,1
575,male,35.0,3
576,female,36.0,3
577,male,40.0,3
578,male,40.0,3
579,male,29.0,2
580,male,37.0,3
581,male,41.0,3
582,female,23.0,1
583,error,error,error
584,male,46.0,4
585,female,33.0,2
586,female,25.0,2
587,error,error,error
588,female,34.0,2
589,male,37.0,3
590,error,error,error
591,male,41.0,3
592,male,23.0,1
593,female,33.0,2
594,female,31.0,2
595,male,52.0,4
596,female,29.0,2
597,female,41.0,3
598,male,42.0,3
599,female,31.0,2
600,male,38.0,3
601,male,57.0,5
602,female,24.0,1
603,female,29.0,2
604,male,62.0,5
605,male,38.0,3
606,male,29.0,2
607,female,37.0,3
608,male,57.0,5
609,error,error,error
610,male,36.0,3
611,female,25.0,2
612,female,22.0,1
613,male,33.0,2
614,female,33.0,2
615,male,30.0,2
616,male,70.0,6
617,error,error,error
618,female,41.0,3
619,male,30.0,2
620,male,39.0,3
621,male,45.0,4
622,female,39.0,3
623,male,33.0,2
624,male,37.0,3
625,male,25.0,2
626,male,36.0,3
627,male,34.0,2
628,male,55.0,5
629,female,46.0,4
630,male,37.0,3
631,male,29.0,2
632,female,31.0,2
633,female,28.0,2
634,female,24.0,1
635,male,54.0,4
636,male,42.0,3
637,male,78.0,6
638,female,24.0,1
639,male,44.0,3
640,female,32.0,2
641,female,47.0,4
642,female,38.0,3
643,male,35.0,3
644,female,30.0,2
645,male,41.0,3
646,male,52.0,4
647,error,error,error
648,female,46.0,4
649,female,23.0,1
650,female,35.0,3
651,male,38.0,3
652,male,46.0,4
653,male,48.0,4
654,female,52.0,4
655,error,error,error
656,male,49.0,4
657,male,43.0,3
658,error,error,error
659,male,32.0,2
660,male,30.0,2
661,error,error,error
662,female,32.0,2
663,male,32.0,2
664,female,28.0,2
665,female,36.0,3
666,male,36.0,3
667,female,24.0,1
668,male,47.0,4
669,female,40.0,3
670,male,41.0,3
671,male,35.0,3
672,male,36.0,3
673,male,31.0,2
674,female,32.0,2
675,male,36.0,3
676,male,49.0,4
677,error,error,error
678,male,42.0,3
679,male,47.0,4
680,male,31.0,2
681,female,25.0,2
682,male,34.0,2
683,female,42.0,3
684,female,27.0,2
685,male,73.0,6
686,female,31.0,2
687,female,39.0,3
688,male,65.0,6
689,male,23.0,1
690,male,35.0,3
691,female,28.0,2
692,male,37.0,3
693,male,53.0,4
694,male,51.0,4
695,female,36.0,3
696,male,33.0,2
697,male,28.0,2
698,male,37.0,3
699,female,64.0,5
700,male,31.0,2
701,male,46.0,4
702,male,41.0,3
703,female,71.0,6
704,female,43.0,3
705,male,41.0,3
706,female,34.0,2
707,male,35.0,3
708,male,34.0,2
709,male,26.0,2
710,female,24.0,1
711,error,error,error
712,female,30.0,2
713,female,37.0,3
714,female,58.0,5
715,female,42.0,3
716,male,52.0,4
717,female,30.0,2
718,female,44.0,3
719,male,36.0,3
720,male,48.0,4
721,female,27.0,2
722,male,65.0,6
723,female,35.0,3
724,female,33.0,2
725,male,35.0,3
726,male,35.0,3
727,male,38.0,3
728,female,30.0,2
729,female,44.0,3
730,female,44.0,3
731,male,31.0,2
732,female,23.0,1
733,male,26.0,2
734,male,50.0,4
735,female,25.0,2
736,female,23.0,1
737,female,31.0,2
738,female,40.0,3
739,female,31.0,2
740,error,error,error
741,male,41.0,3
742,error,error,error
743,female,45.0,4
744,male,33.0,2
745,male,41.0,3
746,female,51.0,4
747,male,31.0,2
748,female,19.0,0
749,male,29.0,2
750,female,31.0,2
751,male,36.0,3
752,male,34.0,2
753,female,31.0,2
754,male,33.0,2
755,female,53.0,4
756,female,25.0,2
757,male,37.0,3
758,male,36.0,3
759,error,error,error
760,male,51.0,4
761,female,31.0,2
762,female,32.0,2
763,female,30.0,2
764,female,33.0,2
765,female,33.0,2
766,female,49.0,4
767,male,31.0,2
768,female,27.0,2
769,female,44.0,3
770,female,44.0,3
771,male,48.0,4
772,female,32.0,2
773,female,46.0,4
774,male,35.0,3
775,female,49.0,4
776,male,47.0,4
777,male,64.0,5
778,female,30.0,2
779,male,30.0,2
780,male,45.0,4
781,male,31.0,2
782,male,37.0,3
783,female,41.0,3
784,male,35.0,3
785,male,36.0,3
786,male,50.0,4
787,female,28.0,2
788,female,44.0,3
789,male,37.0,3
790,male,31.0,2
791,female,34.0,2
792,error,error,error
793,female,29.0,2
794,error,error,error
795,female,37.0,3
796,female,36.0,3
797,male,34.0,2
798,female,52.0,4
799,male,29.0,2
800,female,85.0,6
801,male,37.0,3
802,female,40.0,3
803,female,14.0,0
804,male,40.0,3
805,female,24.0,1
806,male,33.0,2
807,male,57.0,5
808,male,27.0,2
809,male,48.0,4
810,male,43.0,3
811,male,42.0,3
812,male,30.0,2
813,male,28.0,2
814,male,28.0,2
815,female,27.0,2
816,male,60.0,5
817,male,52.0,4
818,female,34.0,2
819,female,30.0,2
820,male,26.0,2
821,male,85.0,6
822,male,52.0,4
823,female,42.0,3
824,male,30.0,2
825,male,27.0,2
826,female,37.0,3
827,male,36.0,3
828,male,38.0,3
829,female,54.0,4
830,male,33.0,2
831,male,35.0,3
832,female,83.0,6
833,female,31.0,2
834,female,28.0,2
835,male,35.0,3
836,female,37.0,3
837,female,36.0,3
838,female,26.0,2
839,male,31.0,2
840,female,25.0,2
841,female,41.0,3
842,female,35.0,3
843,female,32.0,2
844,female,34.0,2
845,male,33.0,2
846,female,24.0,1
847,female,26.0,2
848,male,35.0,3
849,error,error,error
850,female,30.0,2
851,error,error,error
852,male,34.0,2
853,male,33.0,2
854,male,39.0,3
855,female,24.0,1
856,male,40.0,3
857,female,29.0,2
858,male,48.0,4
859,male,22.0,1
860,male,37.0,3
861,error,error,error
862,female,26.0,2
863,male,30.0,2
864,male,30.0,2
865,female,27.0,2
866,female,48.0,4
867,female,30.0,2
868,female,30.0,2
869,female,29.0,2
870,error,error,error
871,male,38.0,3
872,female,34.0,2
873,female,24.0,1
874,female,29.0,2
875,female,21.0,1
876,female,38.0,3
877,female,29.0,2
878,female,31.0,2
879,female,37.0,3
880,female,59.0,5
881,male,27.0,2
882,female,48.0,4
883,male,29.0,2
884,female,81.0,6
885,male,39.0,3
886,male,33.0,2
887,female,30.0,2
888,male,48.0,4
889,male,56.0,5
890,female,33.0,2
891,female,32.0,2
892,female,37.0,3
893,female,35.0,3
894,male,28.0,2
895,female,29.0,2
896,male,22.0,1
897,female,48.0,4
898,male,37.0,3
899,female,37.0,3
900,male,38.0,3
901,female,26.0,2
902,male,59.0,5
903,female,36.0,3
904,male,50.0,4
905,female,36.0,3
906,female,40.0,3
907,male,41.0,3
908,male,34.0,2
909,male,33.0,2
910,male,40.0,3
911,male,46.0,4
912,male,41.0,3
913,male,26.0,2
914,male,36.0,3
915,female,27.0,2
916,male,30.0,2
917,female,28.0,2
918,female,41.0,3
919,male,29.0,2
920,female,30.0,2
921,female,32.0,2
922,female,28.0,2
923,female,29.0,2
924,male,38.0,3
925,male,32.0,2
926,error,error,error
927,female,29.0,2
928,female,31.0,2
929,male,43.0,3
930,female,38.0,3
931,female,33.0,2
932,male,31.0,2
933,female,36.0,3
934,female,34.0,2
935,female,36.0,3
936,male,43.0,3
937,male,43.0,3
938,female,25.0,2
939,male,37.0,3
940,male,25.0,2
941,female,24.0,1
942,female,30.0,2
943,male,43.0,3
944,male,54.0,4
945,male,48.0,4
946,female,24.0,1
947,female,43.0,3
948,male,31.0,2
949,male,51.0,4
950,male,29.0,2
951,male,32.0,2
952,female,32.0,2
953,female,25.0,2
954,error,error,error
955,male,25.0,2
956,male,34.0,2
957,female,36.0,3
958,male,25.0,2
959,male,33.0,2
960,male,25.0,2
961,female,24.0,1
962,male,32.0,2
963,female,32.0,2
964,male,28.0,2
965,female,37.0,3
966,female,38.0,3
967,male,34.0,2
968,female,38.0,3
969,male,33.0,2
970,male,28.0,2
971,female,27.0,2
972,female,34.0,2
973,female,40.0,3
974,male,23.0,1
975,female,45.0,4
976,male,85.0,6
977,female,29.0,2
978,female,32.0,2
979,female,25.0,2
980,female,41.0,3
981,male,9.0,0
982,error,error,error
983,female,41.0,3
984,male,42.0,3
985,male,45.0,4
986,female,28.0,2
987,male,36.0,3
988,female,39.0,3
989,male,39.0,3
990,female,35.0,3
991,female,26.0,2
992,male,40.0,3
993,female,29.0,2
994,female,26.0,2
995,female,28.0,2
996,male,34.0,2
997,male,55.0,5
998,male,32.0,2
999,male,31.0,2
1000,female,41.0,3
1001,male,37.0,3
1002,male,30.0,2
1003,female,48.0,4
1004,female,43.0,3
1005,error,error,error
1006,male,29.0,2
1007,male,43.0,3
1008,male,34.0,2
1009,male,28.0,2
1010,female,29.0,2
1011,female,37.0,3
1012,female,26.0,2
1013,female,31.0,2
1014,male,42.0,3
1015,female,47.0,4
1016,male,42.0,3
1017,male,44.0,3
1018,male,25.0,2
1019,female,29.0,2
1020,male,35.0,3
1021,female,23.0,1
1022,male,79.0,6
1023,male,32.0,2
1024,error,error,error
1025,male,32.0,2
1026,female,44.0,3
1027,male,28.0,2
1028,error,error,error
1029,male,36.0,3
1030,male,37.0,3
1031,male,33.0,2
1032,male,29.0,2
1033,female,28.0,2
1034,female,32.0,2
1035,male,40.0,3
1036,error,error,error
1037,female,29.0,2
1038,male,33.0,2
1039,male,48.0,4
1040,female,31.0,2
1041,male,56.0,5
1042,female,29.0,2
1043,female,25.0,2
1044,female,47.0,4
1045,female,36.0,3
1046,male,43.0,3
1047,female,33.0,2
1048,female,33.0,2
1049,female,29.0,2
1050,error,error,error
1051,female,29.0,2
1052,male,45.0,4
1053,male,36.0,3
1054,male,37.0,3
1055,male,25.0,2
1056,female,26.0,2
1057,male,30.0,2
1058,female,34.0,2
1059,male,35.0,3
1060,male,29.0,2
1061,male,29.0,2
1062,female,23.0,1
1063,female,39.0,3
1064,male,44.0,3
1065,male,25.0,2
1066,female,30.0,2
1067,male,34.0,2
1068,male,39.0,3
1069,male,32.0,2
1070,error,error,error
1071,female,34.0,2
1072,female,32.0,2
1073,male,28.0,2
1074,male,36.0,3
1075,male,43.0,3
1076,female,5.0,0
1077,male,45.0,4
1078,male,40.0,3
1079,female,53.0,4
1080,male,39.0,3
1081,female,23.0,1
1082,male,37.0,3
1083,male,28.0,2
1084,male,35.0,3
1085,female,34.0,2
1086,female,34.0,2
1087,male,42.0,3
1088,female,31.0,2
1089,male,33.0,2
1090,male,26.0,2
1091,female,35.0,3
1092,female,40.0,3
1093,female,37.0,3
1094,male,33.0,2
1095,male,31.0,2
1096,female,26.0,2
1097,male,51.0,4
1098,male,30.0,2
1099,male,31.0,2
1100,female,51.0,4
1101,female,30.0,2
1102,male,29.0,2
1103,female,28.0,2
1104,female,26.0,2
1105,male,69.0,6
1106,male,33.0,2
1107,male,54.0,4
1108,female,43.0,3
1109,male,35.0,3
1110,female,45.0,4
1111,male,33.0,2
1112,female,43.0,3
1113,male,43.0,3
1114,female,31.0,2
1115,female,35.0,3
1116,female,30.0,2
1117,male,42.0,3
1118,female,32.0,2
1119,male,36.0,3
1120,male,26.0,2
1121,female,21.0,1
1122,female,25.0,2
1123,female,40.0,3
1124,male,42.0,3
1125,female,34.0,2
1126,female,27.0,2
1127,female,26.0,2
1128,female,51.0,4
1129,male,42.0,3
1130,male,33.0,2
1131,male,33.0,2
1132,male,37.0,3
1133,female,25.0,2
1134,female,23.0,1
1135,female,41.0,3
1136,female,30.0,2
1137,male,33.0,2
1138,male,28.0,2
1139,male,31.0,2
1140,male,26.0,2
1141,female,24.0,1
1142,male,30.0,2
1143,male,29.0,2
1144,female,27.0,2
1145,male,25.0,2
1146,female,47.0,4
1147,male,48.0,4
1148,female,27.0,2
1149,male,29.0,2
1150,female,28.0,2
1151,male,29.0,2
1152,female,21.0,1
1153,female,35.0,3
1154,female,33.0,2
1155,male,54.0,4
1156,female,32.0,2
1157,female,32.0,2
1158,error,error,error
1159,female,25.0,2
1160,female,30.0,2
1161,male,30.0,2
1162,error,error,error
1163,female,45.0,4
1164,female,39.0,3
1165,female,35.0,3
1166,female,31.0,2
1167,female,32.0,2
1168,male,40.0,3
1169,female,30.0,2
1170,female,27.0,2
1171,male,23.0,1
1172,male,27.0,2
1173,female,44.0,3
1174,male,30.0,2
1175,male,43.0,3
1176,male,34.0,2
1177,female,38.0,3
1178,female,24.0,1
1179,female,42.0,3
1180,female,35.0,3
1181,female,25.0,2
1182,male,26.0,2
1183,male,42.0,3
1184,male,37.0,3
1185,male,28.0,2
1186,male,26.0,2
1187,female,34.0,2
1188,female,44.0,3
1189,male,38.0,3
1190,female,41.0,3
1191,male,40.0,3
1192,male,34.0,2
1193,male,34.0,2
1194,male,38.0,3
1195,male,36.0,3
1196,male,38.0,3
1197,male,35.0,3
1198,female,29.0,2
1199,female,31.0,2
1200,female,33.0,2
1201,female,26.0,2
1202,male,20.0,1
1203,female,27.0,2
1204,female,28.0,2
1205,male,30.0,2
1206,error,error,error
1207,male,34.0,2
1208,female,28.0,2
1209,male,35.0,3
1210,male,43.0,3
1211,female,37.0,3
1212,male,36.0,3
1213,male,55.0,5
1214,female,17.0,0
1215,male,36.0,3
1216,female,58.0,5
1217,male,31.0,2
1218,male,62.0,5
1219,male,48.0,4
1220,female,43.0,3
1221,female,31.0,2
1222,male,42.0,3
1223,male,35.0,3
1224,male,43.0,3
1225,female,31.0,2
1226,female,31.0,2
1227,male,41.0,3
1228,male,76.0,6
1229,male,33.0,2
1230,female,21.0,1
1231,male,30.0,2
1232,female,27.0,2
1233,female,33.0,2
1234,male,41.0,3
1235,female,25.0,2
1236,male,35.0,3
1237,female,33.0,2
1238,female,34.0,2
1239,male,29.0,2
1240,male,33.0,2
1241,male,44.0,3
1242,female,30.0,2
1243,female,26.0,2
1244,female,34.0,2
1245,male,37.0,3
1246,female,37.0,3
1247,male,43.0,3
1248,male,36.0,3
1249,error,error,error
1250,male,29.0,2
1251,female,24.0,1
1252,male,40.0,3
1253,female,28.0,2
1254,female,66.0,6
1255,male,52.0,4
1256,male,49.0,4
1257,female,47.0,4
1258,female,39.0,3
1259,female,53.0,4
1260,female,37.0,3
1261,female,43.0,3
1262,male,35.0,3
1263,female,34.0,2
1264,female,38.0,3
1265,female,32.0,2
1266,male,24.0,1
1267,male,46.0,4
1268,male,35.0,3
1269,female,27.0,2
1270,male,37.0,3
1271,error,error,error
1272,male,30.0,2
1273,female,27.0,2
1274,female,28.0,2
1275,female,35.0,3
1276,female,29.0,2
1277,female,22.0,1
1278,male,35.0,3
1279,male,41.0,3
1280,male,44.0,3
1281,female,23.0,1
1282,female,32.0,2
1283,female,28.0,2
1284,female,27.0,2
1285,female,20.0,1
1286,male,41.0,3
1287,female,53.0,4
1288,female,36.0,3
1289,male,45.0,4
1290,male,34.0,2
1291,male,36.0,3
1292,female,29.0,2
1293,female,85.0,6
1294,male,42.0,3
1295,female,31.0,2
1296,male,42.0,3
1297,female,31.0,2
1298,female,30.0,2
1299,female,41.0,3
1300,female,33.0,2
1301,male,36.0,3
1302,male,49.0,4
1303,female,47.0,4
1304,male,35.0,3
1305,error,error,error
1306,male,40.0,3
1307,female,25.0,2
1308,female,28.0,2
1309,male,46.0,4
1310,male,36.0,3
1311,female,29.0,2
1312,female,28.0,2
1313,female,31.0,2
1314,male,40.0,3
1315,female,26.0,2
1316,male,44.0,3
1317,female,46.0,4
1318,female,35.0,3
1319,female,34.0,2
1320,female,45.0,4
1321,female,25.0,2
1322,female,31.0,2
1323,female,26.0,2
1324,male,27.0,2
1325,female,34.0,2
1326,male,29.0,2
1327,female,26.0,2
1328,female,32.0,2
1329,male,30.0,2
1330,male,26.0,2
1331,male,46.0,4
1332,male,50.0,4
1333,female,32.0,2
1334,female,21.0,1
1335,male,45.0,4
1336,female,24.0,1
1337,male,43.0,3
1338,female,30.0,2
1339,male,57.0,5
1340,female,47.0,4
1341,female,41.0,3
1342,male,62.0,5
1343,female,40.0,3
1344,male,35.0,3
1345,male,28.0,2
1346,male,40.0,3
1347,female,31.0,2
1348,male,44.0,3
1349,female,27.0,2
1350,error,error,error
1351,male,48.0,4
1352,female,21.0,1
1353,female,26.0,2
1354,female,32.0,2
1355,male,28.0,2
1356,male,51.0,4
1357,male,40.0,3
1358,male,38.0,3
1359,male,37.0,3
1360,female,27.0,2
1361,male,26.0,2
1362,male,32.0,2
1363,male,37.0,3
1364,female,26.0,2
1365,female,58.0,5
1366,error,error,error
1367,female,36.0,3
1368,male,53.0,4
1369,female,29.0,2
1370,female,32.0,2
1371,male,30.0,2
1372,female,47.0,4
1373,female,33.0,2
1374,female,31.0,2
1375,female,37.0,3
1376,male,72.0,6
1377,female,60.0,5
