user_count,skilltest_tenure
5330,None
5331,"[577, 19, 1]"
5332,"[830, 27, 2]"
5333,"[252, 8, 0]"
5334,"[1318, 43, 3]"
5335,None
5336,"[892, 29, 2]"
5337,None
5338,None
5339,"[374, 12, 1]"
5340,"[500, 16, 1]"
5341,None
5342,None
5343,None
5344,None
5345,"[34, 1, 0]"
5346,None
5347,None
5348,None
5349,"[2461, 82, 6]"
5350,"[677, 22, 1]"
5351,"[449, 14, 1]"
5352,None
5353,"[804, 26, 2]"
5354,"[301, 10, 0]"
5355,"[762, 25, 2]"
5356,"[1313, 43, 3]"
5357,"[495, 16, 1]"
5358,"[530, 17, 1]"
5359,"[649, 21, 1]"
5360,None
5361,"[682, 22, 1]"
5362,None
5363,None
5364,None
5365,"[852, 28, 2]"
5366,None
5367,None
5368,"[815, 27, 2]"
5369,None
5370,"[876, 29, 2]"
5371,None
5372,"[569, 18, 1]"
5373,"[620, 20, 1]"
5374,"[770, 25, 2]"
5375,"[2331, 77, 6]"
5376,"[1914, 63, 5]"
5377,None
5378,None
5379,"[1825, 60, 5]"
5380,None
5381,None
5382,"[2226, 74, 6]"
5383,"[3004, 100, 8]"
5384,None
5385,"[2000, 66, 5]"
5386,"[732, 24, 2]"
5387,"[859, 28, 2]"
5388,None
5389,"[874, 29, 2]"
5390,None
5391,None
5392,None
5393,None
5394,"[2118, 70, 5]"
5395,None
5396,None
5397,"[271, 9, 0]"
5398,"[888, 29, 2]"
5399,None
5400,None
5401,"[1795, 59, 4]"
5402,None
5403,"[3244, 108, 8]"
5404,None
5405,None
5406,None
5407,None
5408,"[928, 30, 2]"
5409,"[526, 17, 1]"
5410,None
5411,"[827, 27, 2]"
5412,None
5413,None
5414,None
5415,None
5416,None
5417,"[832, 27, 2]"
5418,"[2338, 77, 6]"
5419,"[1914, 63, 5]"
5420,"[1616, 53, 4]"
5421,None
5422,"[1883, 62, 5]"
5423,"[865, 28, 2]"
5424,"[1183, 39, 3]"
5425,None
5426,"[1849, 61, 5]"
5427,None
5428,"[1442, 48, 3]"
5429,None
5430,"[1190, 39, 3]"
5431,None
5432,None
5433,"[755, 25, 2]"
5434,None
5435,"[929, 30, 2]"
5436,"[1078, 35, 2]"
5437,"[1078, 35, 2]"
5438,None
5439,None
5440,"[377, 12, 1]"
5441,"[223, 7, 0]"
5442,"[887, 29, 2]"
5443,"[767, 25, 2]"
5444,"[180, 6, 0]"
5445,"[760, 25, 2]"
5446,None
5447,"[718, 23, 1]"
5448,None
5449,"[473, 15, 1]"
5450,"[491, 16, 1]"
5451,"[164, 5, 0]"
5452,"[1874, 62, 5]"
5453,"[958, 31, 2]"
5454,None
5455,None
5456,"[436, 14, 1]"
5457,None
5458,"[773, 25, 2]"
5459,None
5460,"[37, 1, 0]"
5461,None
5462,"[545, 18, 1]"
5463,None
5464,None
5465,None
5466,"[122, 4, 0]"
5467,None
5468,None
5469,None
5470,None
5471,None
5472,"[183, 6, 0]"
5473,"[124, 4, 0]"
5474,"[796, 26, 2]"
5475,"[328, 10, 0]"
5476,"[420, 14, 1]"
5477,None
5478,None
5479,None
5480,"[706, 23, 1]"
5481,None
5482,None
5483,None
5484,None
5485,"[704, 23, 1]"
5486,"[683, 22, 1]"
5487,"[637, 21, 1]"
5488,"[751, 25, 2]"
5489,"[334, 11, 0]"
5490,None
5491,None
5492,"[783, 26, 2]"
5493,None
5494,None
5495,None
5496,None
5497,"[908, 30, 2]"
5498,"[76, 2, 0]"
5499,"[834, 27, 2]"
5500,None
5501,"[453, 15, 1]"
5502,None
5503,"[628, 20, 1]"
5504,None
5505,None
5506,None
5507,None
5508,None
5509,None
5510,None
5511,"[2738, 91, 7]"
5512,None
5513,None
5514,"[408, 13, 1]"
5515,None
5516,"[436, 14, 1]"
5517,"[382, 12, 1]"
5518,None
5519,None
5520,"[1090, 36, 2]"
5521,"[721, 24, 1]"
5522,"[359, 11, 0]"
5523,None
5524,None
5525,"[54, 1, 0]"
5526,"[1920, 64, 5]"
5527,"[139, 4, 0]"
5528,"[664, 22, 1]"
5529,None
5530,"[68, 2, 0]"
5531,"[263, 8, 0]"
5532,"[33, 1, 0]"
5533,"[627, 20, 1]"
5534,"[55, 1, 0]"
5535,None
5536,None
5537,None
5538,"[58, 1, 0]"
5539,None
5540,"[29, 0, 0]"
5541,None
5542,None
5543,"[490, 16, 1]"
5544,"[3204, 106, 8]"
5545,"[2168, 72, 5]"
5546,"[114, 3, 0]"
5547,None
5548,None
5549,None
5550,None
5551,"[679, 22, 1]"
5552,"[748, 24, 2]"
5553,None
5554,"[2655, 88, 7]"
5555,"[3368, 112, 9]"
5556,None
5557,"[276, 9, 0]"
5558,None
5559,"[1750, 58, 4]"
5560,None
5561,"[1492, 49, 4]"
5562,"[1290, 43, 3]"
5563,"[472, 15, 1]"
5564,None
5565,"[1678, 55, 4]"
5566,"[626, 20, 1]"
5567,"[789, 26, 2]"
5568,"[625, 20, 1]"
5569,None
5570,"[704, 23, 1]"
5571,None
5572,"[147, 4, 0]"
5573,None
5574,None
5575,None
5576,None
5577,"[760, 25, 2]"
5578,"[1003, 33, 2]"
5579,"[717, 23, 1]"
5580,"[747, 24, 2]"
5581,None
5582,"[494, 16, 1]"
5583,None
5584,None
5585,None
5586,None
5587,"[547, 18, 1]"
5588,None
5589,"[613, 20, 1]"
5590,"[538, 17, 1]"
5591,None
5592,None
5593,None
5594,None
5595,None
5596,None
5597,None
5598,None
5599,None
5600,None
5601,None
5602,None
5603,"[535, 17, 1]"
5604,"[1409, 46, 3]"
5605,"[421, 14, 1]"
5606,None
5607,"[706, 23, 1]"
5608,"[3407, 113, 9]"
5609,None
5610,"[752, 25, 2]"
5611,None
5612,"[703, 23, 1]"
5613,"[803, 26, 2]"
5614,None
5615,None
5616,"[200, 6, 0]"
5617,"[898, 29, 2]"
5618,"[227, 7, 0]"
5619,"[390, 13, 1]"
5620,None
5621,None
5622,None
5623,"[566, 18, 1]"
5624,"[277, 9, 0]"
5625,None
5626,None
5627,"[902, 30, 2]"
5628,"[653, 21, 1]"
5629,"[1721, 57, 4]"
5630,None
5631,"[2714, 90, 7]"
5632,None
5633,"[2681, 89, 7]"
5634,None
5635,None
5636,None
5637,"[659, 21, 1]"
5638,"[688, 22, 1]"
5639,"[2087, 69, 5]"
5640,"[339, 11, 0]"
5641,"[74, 2, 0]"
5642,"[29, 0, 0]"
5643,None
5644,None
5645,"[1464, 48, 4]"
5646,"[598, 19, 1]"
5647,None
5648,"[462, 15, 1]"
5649,None
5650,None
5651,None
5652,None
5653,None
5654,None
5655,None
5656,None
5657,"[41, 1, 0]"
5658,None
5659,"[825, 27, 2]"
5660,None
5661,None
5662,None
5663,None
5664,"[67, 2, 0]"
5665,None
5666,None
5667,None
5668,"[203, 6, 0]"
5669,"[352, 11, 0]"
5670,"[270, 9, 0]"
5671,None
5672,None
5673,"[773, 25, 2]"
5674,"[160, 5, 0]"
5675,None
5676,"[44, 1, 0]"
5677,"[270, 9, 0]"
5678,"[933, 31, 2]"
5679,"[33, 1, 0]"
5680,None
5681,"[322, 10, 0]"
5682,None
5683,None
5684,None
5685,"[369, 12, 1]"
5686,None
5687,None
5688,None
5689,None
5690,None
5691,"[862, 28, 2]"
5692,None
5693,"[130, 4, 0]"
5694,None
5695,None
5696,"[53, 1, 0]"
5697,"[86, 2, 0]"
5698,"[97, 3, 0]"
5699,None
5700,None
5701,None
5702,None
5703,None
5704,"[144, 4, 0]"
5705,None
5706,"[1146, 38, 3]"
5707,"[194, 6, 0]"
5708,None
5709,"[1264, 42, 3]"
5710,None
5711,None
5712,None
5713,None
5714,"[858, 28, 2]"
5715,None
5716,None
5717,None
5718,None
5719,"[115, 3, 0]"
5720,"[3025, 100, 8]"
5721,"[851, 28, 2]"
5722,"[482, 16, 1]"
5723,None
5724,None
5725,"[2025, 67, 5]"
5726,"[455, 15, 1]"
5727,None
5728,None
5729,None
5730,None
5731,None
5732,None
5733,None
5734,None
5735,None
5736,None
5737,None
5738,None
5739,None
5740,"[2384, 79, 6]"
5741,None
5742,None
5743,None
5744,None
5745,"[959, 31, 2]"
5746,"[437, 14, 1]"
5747,None
5748,None
5749,None
5750,None
5751,None
5752,None
5753,"[3599, 119, 9]"
5754,None
5755,None
5756,None
5757,None
5758,None
5759,None
5760,"[20, 0, 0]"
5761,"[281, 9, 0]"
5762,None
5763,"[704, 23, 1]"
5764,"[34, 1, 0]"
5765,"[236, 7, 0]"
5766,"[2201, 73, 6]"
5767,"[68, 2, 0]"
5768,"[556, 18, 1]"
5769,"[80, 2, 0]"
5770,"[839, 27, 2]"
5771,"[307, 10, 0]"
5772,"[1413, 47, 3]"
5773,None
5774,None
5775,"[1039, 34, 2]"
5776,"[1616, 53, 4]"
5777,None
5778,"[550, 18, 1]"
5779,"[246, 8, 0]"
5780,None
5781,"[2331, 77, 6]"
5782,"[2945, 98, 8]"
5783,"[36, 1, 0]"
5784,"[782, 26, 2]"
5785,"[1931, 64, 5]"
5786,None
5787,"[381, 12, 1]"
5788,None
5789,"[114, 3, 0]"
5790,"[205, 6, 0]"
5791,"[898, 29, 2]"
5792,None
5793,None
5794,"[116, 3, 0]"
5795,"[711, 23, 1]"
5796,None
5797,"[308, 10, 0]"
5798,None
5799,None
5800,"[1117, 37, 3]"
5801,None
5802,"[511, 17, 1]"
5803,"[557, 18, 1]"
5804,"[457, 15, 1]"
5805,"[62, 2, 0]"
5806,None
5807,"[285, 9, 0]"
5808,"[372, 12, 1]"
5809,"[251, 8, 0]"
5810,"[1013, 33, 2]"
5811,"[33, 1, 0]"
5812,"[127, 4, 0]"
5813,"[1968, 65, 5]"
5814,"[753, 25, 2]"
5815,"[623, 20, 1]"
5816,"[299, 9, 0]"
5817,"[414, 13, 1]"
5818,"[325, 10, 0]"
5819,None
5820,None
5821,"[908, 30, 2]"
5822,"[180, 6, 0]"
5823,"[57, 1, 0]"
5824,"[392, 13, 1]"
5825,"[63, 2, 0]"
5826,None
5827,"[794, 26, 2]"
5828,"[1063, 35, 2]"
5829,None
5830,"[355, 11, 0]"
5831,None
5832,"[674, 22, 1]"
5833,"[40, 1, 0]"
5834,None
5835,"[880, 29, 2]"
5836,None
5837,None
5838,"[275, 9, 0]"
5839,"[1543, 51, 4]"
5840,None
5841,"[300, 10, 0]"
5842,None
5843,"[937, 31, 2]"
5844,"[384, 12, 1]"
5845,"[1509, 50, 4]"
5846,"[2180, 72, 5]"
5847,None
5848,"[2474, 82, 6]"
5849,"[690, 23, 1]"
5850,"[1597, 53, 4]"
5851,None
5852,"[2144, 71, 5]"
5853,None
5854,None
5855,None
5856,"[124, 4, 0]"
5857,None
5858,"[1264, 42, 3]"
5859,"[819, 27, 2]"
5860,"[729, 24, 1]"
5861,"[226, 7, 0]"
5862,"[428, 14, 1]"
5863,"[142, 4, 0]"
5864,"[594, 19, 1]"
5865,None
5866,None
5867,None
5868,None
5869,None
5870,"[757, 25, 2]"
5871,"[47, 1, 0]"
5872,"[263, 8, 0]"
5873,"[33, 1, 0]"
5874,"[573, 19, 1]"
5875,None
5876,"[488, 16, 1]"
5877,"[341, 11, 0]"
5878,"[102, 3, 0]"
5879,"[244, 8, 0]"
5880,"[489, 16, 1]"
5881,"[44, 1, 0]"
5882,"[194, 6, 0]"
5883,None
5884,"[68, 2, 0]"
5885,"[2322, 77, 6]"
5886,"[278, 9, 0]"
5887,"[942, 31, 2]"
5888,None
5889,"[721, 24, 1]"
5890,"[1173, 39, 3]"
5891,"[152, 5, 0]"
5892,"[235, 7, 0]"
5893,"[1640, 54, 4]"
5894,"[54, 1, 0]"
5895,"[492, 16, 1]"
5896,"[695, 23, 1]"
5897,None
5898,None
5899,"[2716, 90, 7]"
5900,"[1566, 52, 4]"
5901,None
5902,"[74, 2, 0]"
5903,None
5904,"[1106, 36, 3]"
5905,"[945, 31, 2]"
5906,"[1165, 38, 3]"
5907,"[2304, 76, 6]"
5908,"[2301, 76, 6]"
5909,"[207, 6, 0]"
5910,"[118, 3, 0]"
5911,None
5912,None
5913,"[86, 2, 0]"
5914,"[488, 16, 1]"
5915,"[94, 3, 0]"
5916,None
5917,"[51, 1, 0]"
5918,"[2230, 74, 6]"
5919,"[70, 2, 0]"
5920,None
5921,"[788, 26, 2]"
5922,"[54, 1, 0]"
5923,"[790, 26, 2]"
5924,"[28, 0, 0]"
5925,"[320, 10, 0]"
5926,"[750, 25, 2]"
5927,"[864, 28, 2]"
5928,None
5929,None
5930,"[723, 24, 1]"
5931,"[1269, 42, 3]"
5932,"[34, 1, 0]"
5933,"[341, 11, 0]"
5934,None
5935,"[544, 18, 1]"
5936,None
5937,None
5938,"[139, 4, 0]"
5939,"[70, 2, 0]"
5940,"[369, 12, 1]"
5941,"[277, 9, 0]"
5942,None
5943,"[620, 20, 1]"
5944,"[676, 22, 1]"
5945,"[726, 24, 1]"
5946,"[2070, 69, 5]"
5947,"[1508, 50, 4]"
5948,"[342, 11, 0]"
5949,None
5950,"[3604, 120, 9]"
5951,"[511, 17, 1]"
5952,"[767, 25, 2]"
5953,"[242, 8, 0]"
5954,None
5955,"[159, 5, 0]"
5956,"[63, 2, 0]"
5957,"[1306, 43, 3]"
5958,"[1563, 52, 4]"
5959,"[225, 7, 0]"
5960,"[67, 2, 0]"
5961,"[58, 1, 0]"
5962,None
5963,None
5964,"[83, 2, 0]"
5965,None
5966,None
5967,None
5968,None
5969,None
5970,"[544, 18, 1]"
5971,"[473, 15, 1]"
5972,"[1023, 34, 2]"
5973,"[558, 18, 1]"
5974,"[278, 9, 0]"
5975,None
5976,"[541, 18, 1]"
5977,None
5978,"[215, 7, 0]"
5979,None
5980,"[487, 16, 1]"
5981,"[52, 1, 0]"
5982,"[102, 3, 0]"
5983,"[98, 3, 0]"
5984,"[58, 1, 0]"
5985,"[39, 1, 0]"
5986,None
5987,"[30, 1, 0]"
5988,"[834, 27, 2]"
5989,None
5990,"[508, 16, 1]"
5991,"[57, 1, 0]"
5992,"[70, 2, 0]"
5993,"[254, 8, 0]"
5994,"[76, 2, 0]"
5995,"[135, 4, 0]"
5996,None
5997,"[52, 1, 0]"
5998,None
5999,"[48, 1, 0]"
6000,None
6001,"[443, 14, 1]"
6002,"[55, 1, 0]"
6003,None
6004,"[87, 2, 0]"
6005,"[51, 1, 0]"
6006,None
6007,None
6008,None
6009,"[105, 3, 0]"
6010,"[18, 0, 0]"
6011,None
6012,None
6013,"[206, 6, 0]"
6014,"[411, 13, 1]"
6015,"[169, 5, 0]"
6016,"[68, 2, 0]"
6017,None
6018,None
6019,"[261, 8, 0]"
6020,None
6021,"[79, 2, 0]"
6022,None
6023,"[116, 3, 0]"
6024,"[48, 1, 0]"
6025,"[24, 0, 0]"
6026,None
6027,"[53, 1, 0]"
6028,"[138, 4, 0]"
6029,"[465, 15, 1]"
6030,"[390, 13, 1]"
6031,"[650, 21, 1]"
6032,None
6033,"[174, 5, 0]"
6034,None
6035,"[254, 8, 0]"
6036,"[29, 0, 0]"
6037,"[3301, 110, 9]"
6038,"[244, 8, 0]"
6039,None
6040,None
6041,"[38, 1, 0]"
6042,None
6043,None
6044,"[75, 2, 0]"
6045,"[34, 1, 0]"
6046,"[66, 2, 0]"
6047,None
6048,None
6049,"[53, 1, 0]"
6050,None
6051,"[36, 1, 0]"
6052,None
6053,None
6054,"[900, 30, 2]"
6055,None
6056,"[2438, 81, 6]"
6057,"[116, 3, 0]"
6058,None
6059,"[482, 16, 1]"
6060,None
6061,"[1146, 38, 3]"
6062,"[1374, 45, 3]"
6063,None
6064,None
6065,None
6066,"[1612, 53, 4]"
6067,"[36, 1, 0]"
6068,"[1425, 47, 3]"
6069,"[75, 2, 0]"
6070,None
6071,None
6072,"[139, 4, 0]"
6073,"[98, 3, 0]"
6074,"[237, 7, 0]"
6075,None
6076,"[325, 10, 0]"
6077,None
6078,None
6079,"[58, 1, 0]"
6080,None
6081,None
6082,"[1101, 36, 3]"
6083,"[73, 2, 0]"
6084,"[178, 5, 0]"
6085,"[575, 19, 1]"
6086,"[674, 22, 1]"
6087,"[605, 20, 1]"
6088,"[269, 8, 0]"
6089,"[2484, 82, 6]"
6090,"[469, 15, 1]"
6091,None
6092,"[854, 28, 2]"
6093,"[810, 27, 2]"
6094,"[2350, 78, 6]"
6095,"[260, 8, 0]"
6096,"[579, 19, 1]"
6097,None
6098,None
6099,"[655, 21, 1]"
6100,"[809, 26, 2]"
6101,None
6102,None
6103,"[1259, 41, 3]"
6104,None
6105,"[573, 19, 1]"
6106,"[4, 0, 0]"
6107,"[562, 18, 1]"
6108,None
6109,"[2475, 82, 6]"
6110,"[111, 3, 0]"
6111,None
6112,"[803, 26, 2]"
6113,None
6114,"[255, 8, 0]"
6115,None
6116,None
6117,None
6118,None
6119,"[582, 19, 1]"
6120,"[118, 3, 0]"
6121,None
6122,None
6123,None
6124,None
6125,None
6126,"[47, 1, 0]"
6127,"[81, 2, 0]"
6128,None
6129,"[28, 0, 0]"
6130,"[30, 1, 0]"
6131,None
6132,"[583, 19, 1]"
6133,"[59, 1, 0]"
6134,"[548, 18, 1]"
6135,"[1059, 35, 2]"
6136,"[361, 12, 0]"
6137,"[24, 0, 0]"
6138,None
6139,"[718, 23, 1]"
6140,None
6141,None
6142,"[74, 2, 0]"
6143,None
6144,None
6145,"[36, 1, 0]"
6146,None
6147,"[39, 1, 0]"
6148,None
6149,None
6150,None
6151,None
6152,None
6153,None
6154,None
6155,None
6156,None
6157,None
6158,None
6159,None
6160,"[436, 14, 1]"
6161,"[368, 12, 1]"
6162,"[836, 27, 2]"
6163,"[40, 1, 0]"
6164,None
6165,"[84, 2, 0]"
6166,None
6167,"[284, 9, 0]"
6168,"[82, 2, 0]"
6169,"[127, 4, 0]"
6170,"[101, 3, 0]"
6171,"[85, 2, 0]"
6172,"[123, 4, 0]"
6173,None
6174,"[96, 3, 0]"
6175,"[49, 1, 0]"
6176,None
6177,"[178, 5, 0]"
6178,"[1954, 65, 5]"
6179,"[80, 2, 0]"
6180,None
6181,"[55, 1, 0]"
6182,"[32, 1, 0]"
6183,None
6184,None
6185,None
6186,"[97, 3, 0]"
6187,"[52, 1, 0]"
6188,None
6189,None
6190,"[44, 1, 0]"
6191,"[44, 1, 0]"
6192,None
6193,None
6194,None
6195,"[56, 1, 0]"
6196,"[29, 0, 0]"
6197,None
6198,"[1888, 62, 5]"
6199,None
6200,"[655, 21, 1]"
6201,None
6202,"[519, 17, 1]"
6203,"[40, 1, 0]"
6204,"[190, 6, 0]"
6205,"[138, 4, 0]"
6206,"[145, 4, 0]"
6207,None
6208,"[227, 7, 0]"
6209,None
6210,"[226, 7, 0]"
6211,None
6212,"[100, 3, 0]"
6213,"[1162, 38, 3]"
6214,"[51, 1, 0]"
6215,None
6216,"[367, 12, 1]"
6217,None
6218,"[1141, 38, 3]"
6219,"[657, 21, 1]"
6220,"[31, 1, 0]"
6221,"[53, 1, 0]"
6222,"[65, 2, 0]"
6223,None
6224,None
6225,None
6226,None
6227,"[107, 3, 0]"
6228,"[134, 4, 0]"
6229,"[41, 1, 0]"
6230,None
6231,"[103, 3, 0]"
6232,None
6233,None
6234,None
6235,None
6236,None
6237,"[528, 17, 1]"
6238,"[339, 11, 0]"
6239,"[550, 18, 1]"
6240,None
6241,"[37, 1, 0]"
6242,None
6243,None
6244,"[3167, 105, 8]"
6245,"[1587, 52, 4]"
6246,None
6247,None
6248,None
6249,None
6250,None
6251,"[90, 3, 0]"
6252,"[43, 1, 0]"
6253,"[32, 1, 0]"
6254,None
6255,None
6256,"[62, 2, 0]"
6257,None
6258,None
6259,None
6260,None
6261,None
6262,None
6263,None
6264,None
6265,"[24, 0, 0]"
6266,None
6267,"[651, 21, 1]"
6268,"[117, 3, 0]"
6269,"[382, 12, 1]"
6270,None
6271,"[2377, 79, 6]"
6272,None
6273,"[1046, 34, 2]"
6274,"[263, 8, 0]"
6275,None
6276,None
6277,"[2112, 70, 5]"
6278,"[763, 25, 2]"
6279,"[817, 27, 2]"
6280,"[480, 16, 1]"
6281,"[1948, 64, 5]"
6282,None
6283,"[66, 2, 0]"
6284,"[891, 29, 2]"
6285,"[50, 1, 0]"
6286,None
6287,"[279, 9, 0]"
6288,"[760, 25, 2]"
6289,"[615, 20, 1]"
6290,"[191, 6, 0]"
6291,None
6292,"[305, 10, 0]"
6293,"[24, 0, 0]"
6294,"[35, 1, 0]"
6295,"[33, 1, 0]"
6296,"[100, 3, 0]"
6297,"[267, 8, 0]"
6298,"[121, 4, 0]"
6299,None
6300,"[460, 15, 1]"
6301,None
6302,None
6303,None
6304,None
6305,"[24, 0, 0]"
6306,"[447, 14, 1]"
6307,"[21, 0, 0]"
6308,"[568, 18, 1]"
6309,"[152, 5, 0]"
6310,"[80, 2, 0]"
6311,"[426, 14, 1]"
6312,"[57, 1, 0]"
6313,"[136, 4, 0]"
6314,None
6315,"[149, 4, 0]"
6316,"[86, 2, 0]"
6317,"[2091, 69, 5]"
6318,"[52, 1, 0]"
6319,"[40, 1, 0]"
6320,None
6321,"[78, 2, 0]"
6322,"[55, 1, 0]"
6323,"[106, 3, 0]"
6324,None
6325,"[25, 0, 0]"
6326,None
6327,"[61, 2, 0]"
6328,None
6329,None
6330,None
6331,"[149, 4, 0]"
6332,"[56, 1, 0]"
6333,"[1307, 43, 3]"
6334,"[209, 6, 0]"
6335,None
6336,"[140, 4, 0]"
6337,None
6338,"[223, 7, 0]"
6339,"[824, 27, 2]"
6340,None
6341,"[800, 26, 2]"
6342,None
6343,None
6344,"[207, 6, 0]"
6345,None
6346,"[58, 1, 0]"
6347,"[185, 6, 0]"
6348,None
6349,None
6350,"[57, 1, 0]"
6351,"[93, 3, 0]"
6352,"[256, 8, 0]"
6353,"[129, 4, 0]"
6354,"[36, 1, 0]"
6355,"[94, 3, 0]"
6356,None
6357,"[21, 0, 0]"
6358,"[39, 1, 0]"
6359,"[538, 17, 1]"
6360,None
6361,"[591, 19, 1]"
6362,None
6363,"[20, 0, 0]"
6364,None
6365,"[537, 17, 1]"
6366,None
6367,"[32, 1, 0]"
6368,None
6369,"[2743, 91, 7]"
6370,"[2083, 69, 5]"
6371,"[1170, 39, 3]"
6372,"[1217, 40, 3]"
6373,"[359, 11, 0]"
6374,"[1218, 40, 3]"
6375,"[1255, 41, 3]"
6376,"[389, 12, 1]"
6377,"[563, 18, 1]"
6378,"[179, 5, 0]"
6379,None
6380,"[881, 29, 2]"
6381,"[2062, 68, 5]"
6382,"[26, 0, 0]"
6383,"[533, 17, 1]"
6384,None
6385,"[640, 21, 1]"
6386,"[140, 4, 0]"
6387,"[998, 33, 2]"
6388,None
6389,None
6390,None
6391,None
6392,"[1725, 57, 4]"
6393,"[1069, 35, 2]"
6394,None
6395,None
6396,"[889, 29, 2]"
6397,None
6398,"[263, 8, 0]"
6399,None
6400,None
6401,None
6402,"[252, 8, 0]"
6403,None
6404,"[67, 2, 0]"
6405,"[35, 1, 0]"
6406,"[481, 16, 1]"
6407,None
6408,None
6409,"[29, 0, 0]"
6410,"[46, 1, 0]"
6411,None
6412,None
6413,"[1489, 49, 4]"
6414,None
6415,None
6416,"[1025, 34, 2]"
6417,"[559, 18, 1]"
6418,None
6419,None
6420,"[428, 14, 1]"
6421,None
6422,None
6423,"[848, 28, 2]"
6424,None
6425,"[2101, 70, 5]"
6426,"[1340, 44, 3]"
6427,"[1404, 46, 3]"
6428,None
6429,None
6430,None
6431,"[418, 13, 1]"
6432,None
6433,None
6434,None
6435,None
6436,"[34, 1, 0]"
6437,None
6438,None
6439,"[2533, 84, 6]"
6440,None
6441,"[36, 1, 0]"
6442,None
6443,"[69, 2, 0]"
6444,None
6445,None
6446,"[27, 0, 0]"
6447,None
6448,None
6449,None
6450,None
6451,None
6452,"[24, 0, 0]"
6453,None
6454,None
6455,None
6456,"[22, 0, 0]"
6457,None
6458,None
6459,None
6460,None
6461,None
6462,None
6463,None
6464,"[23, 0, 0]"
6465,None
6466,None
6467,None
6468,"[60, 2, 0]"
6469,None
6470,None
6471,None
6472,"[32, 1, 0]"
6473,"[32, 1, 0]"
6474,None
6475,None
6476,None
6477,"[22, 0, 0]"
6478,None
6479,"[2047, 68, 5]"
6480,None
6481,"[327, 10, 0]"
6482,"[478, 15, 1]"
6483,None
6484,None
6485,None
6486,"[539, 17, 1]"
6487,None
6488,None
6489,None
6490,None
6491,None
6492,None
6493,None
6494,None
6495,None
6496,None
6497,None
6498,None
6499,None
6500,None
6501,None
6502,"[20, 0, 0]"
6503,None
6504,None
6505,"[528, 17, 1]"
6506,None
6507,None
6508,None
6509,None
6510,None
6511,None
6512,None
6513,None
6514,"[20, 0, 0]"
6515,None
6516,"[141, 4, 0]"
6517,None
6518,None
6519,None
6520,None
6521,None
6522,None
6523,None
6524,"[32, 1, 0]"
6525,None
6526,"[21, 0, 0]"
6527,"[23, 0, 0]"
6528,None
6529,"[44, 1, 0]"
6530,None
6531,"[458, 15, 1]"
6532,None
6533,None
6534,None
6535,None
6536,"[25, 0, 0]"
6537,None
6538,None
6539,"[19, 0, 0]"
6540,"[35, 1, 0]"
6541,"[59, 1, 0]"
6542,None
6543,"[42, 1, 0]"
6544,None
6545,None
6546,None
6547,"[33, 1, 0]"
6548,None
6549,"[32, 1, 0]"
6550,None
6551,None
6552,None
6553,None
6554,None
6555,None
6556,None
6557,"[34, 1, 0]"
6558,"[45, 1, 0]"
6559,None
6560,None
6561,None
6562,None
6563,"[36, 1, 0]"
6564,None
6565,None
6566,None
6567,None
6568,None
6569,None
6570,None
6571,None
6572,"[38, 1, 0]"
6573,None
6574,"[42, 1, 0]"
6575,None
6576,"[92, 3, 0]"
6577,"[100, 3, 0]"
6578,None
6579,"[671, 22, 1]"
6580,None
6581,None
6582,None
6583,None
6584,"[25, 0, 0]"
6585,None
6586,"[46, 1, 0]"
6587,None
6588,"[29, 0, 0]"
6589,None
6590,None
6591,"[31, 1, 0]"
6592,None
6593,None
6594,"[61, 2, 0]"
6595,None
6596,"[39, 1, 0]"
6597,"[20, 0, 0]"
6598,None
6599,None
6600,None
6601,None
6602,"[1960, 65, 5]"
6603,None
6604,None
6605,None
6606,None
6607,"[583, 19, 1]"
6608,"[1516, 50, 4]"
6609,None
6610,None
6611,None
6612,"[782, 26, 2]"
6613,"[20, 0, 0]"
6614,None
6615,None
6616,"[23, 0, 0]"
6617,None
6618,None
6619,None
6620,"[30, 1, 0]"
6621,"[375, 12, 1]"
6622,None
6623,None
6624,"[22, 0, 0]"
6625,None
6626,None
6627,None
6628,"[37, 1, 0]"
6629,None
6630,"[25, 0, 0]"
6631,"[41, 1, 0]"
6632,"[23, 0, 0]"
6633,None
6634,None
6635,"[48, 1, 0]"
6636,None
6637,None
6638,None
6639,None
6640,None
6641,None
6642,None
6643,"[21, 0, 0]"
6644,None
6645,None
6646,"[1258, 41, 3]"
6647,"[2225, 74, 6]"
6648,None
6649,None
6650,"[624, 20, 1]"
6651,"[524, 17, 1]"
6652,None
6653,"[39, 1, 0]"
6654,"[10, 0, 0]"
6655,None
6656,None
6657,"[122, 4, 0]"
6658,None
6659,"[576, 19, 1]"
6660,"[59, 1, 0]"
6661,None
6662,None
6663,None
6664,None
6665,"[78, 2, 0]"
6666,None
6667,None
6668,None
6669,None
6670,None
6671,"[32, 1, 0]"
6672,"[25, 0, 0]"
6673,None
6674,None
6675,"[20, 0, 0]"
6676,None
6677,None
6678,None
6679,"[36, 1, 0]"
6680,None
6681,None
6682,None
6683,"[53, 1, 0]"
6684,"[104, 3, 0]"
6685,None
6686,"[57, 1, 0]"
6687,"[30, 1, 0]"
6688,None
6689,None
6690,None
6691,"[43, 1, 0]"
6692,None
6693,None
6694,"[2000, 66, 5]"
6695,None
6696,None
6697,None
6698,None
6699,None
6700,"[40, 1, 0]"
