user_count,skilltest_tenure
29169,"[1347, 44, 3]"
29170,None
29171,"[590, 19, 1]"
29172,None
29173,None
29174,"[1578, 52, 4]"
29175,"[2984, 99, 8]"
29176,None
29177,None
29178,"[866, 28, 2]"
29179,"[144, 4, 0]"
29180,"[361, 12, 0]"
29181,None
29182,"[57, 1, 0]"
29183,"[826, 27, 2]"
29184,"[329, 10, 0]"
29185,None
29186,"[241, 8, 0]"
29187,None
29188,"[350, 11, 0]"
29189,None
29190,None
29191,"[201, 6, 0]"
29192,None
29193,None
29194,"[52, 1, 0]"
29195,None
29196,"[1241, 41, 3]"
29197,"[585, 19, 1]"
29198,"[137, 4, 0]"
29199,None
29200,None
29201,None
29202,None
29203,None
29204,None
29205,None
29206,"[398, 13, 1]"
29207,"[1149, 38, 3]"
29208,"[42, 1, 0]"
29209,None
29210,"[1662, 55, 4]"
29211,None
29212,"[219, 7, 0]"
29213,None
29214,None
29215,None
29216,None
29217,None
29218,"[790, 26, 2]"
29219,"[1275, 42, 3]"
29220,"[2122, 70, 5]"
29221,None
29222,None
29223,None
29224,None
29225,"[865, 28, 2]"
29226,None
29227,None
29228,None
29229,None
29230,None
29231,None
29232,"[55, 1, 0]"
29233,"[383, 12, 1]"
29234,None
29235,None
29236,None
29237,None
29238,None
29239,None
29240,"[62, 2, 0]"
29241,"[60, 2, 0]"
29242,"[103, 3, 0]"
29243,"[303, 10, 0]"
29244,"[368, 12, 1]"
29245,"[1859, 61, 5]"
29246,None
29247,"[65, 2, 0]"
29248,None
29249,"[130, 4, 0]"
29250,None
29251,"[36, 1, 0]"
29252,"[585, 19, 1]"
29253,"[1543, 51, 4]"
29254,None
29255,None
29256,None
29257,"[94, 3, 0]"
29258,None
29259,None
29260,None
29261,"[349, 11, 0]"
29262,None
29263,None
29264,"[36, 1, 0]"
29265,"[352, 11, 0]"
29266,None
29267,"[1449, 48, 3]"
29268,"[111, 3, 0]"
29269,None
29270,None
29271,"[191, 6, 0]"
29272,"[87, 2, 0]"
29273,"[908, 30, 2]"
29274,None
29275,"[783, 26, 2]"
29276,None
29277,None
29278,None
29279,None
29280,"[621, 20, 1]"
29281,None
29282,None
29283,"[30, 1, 0]"
29284,"[147, 4, 0]"
29285,None
29286,"[52, 1, 0]"
29287,None
29288,None
29289,None
29290,None
29291,"[146, 4, 0]"
29292,None
29293,"[201, 6, 0]"
29294,None
29295,None
29296,"[746, 24, 2]"
29297,None
29298,None
29299,"[2303, 76, 6]"
29300,None
29301,"[76, 2, 0]"
29302,"[935, 31, 2]"
29303,"[190, 6, 0]"
29304,None
29305,None
29306,None
29307,None
29308,"[2629, 87, 7]"
29309,None
29310,None
29311,"[89, 2, 0]"
29312,"[675, 22, 1]"
29313,None
29314,"[366, 12, 1]"
29315,None
29316,"[102, 3, 0]"
29317,None
29318,"[42, 1, 0]"
29319,None
29320,"[144, 4, 0]"
29321,"[172, 5, 0]"
29322,"[389, 12, 1]"
29323,None
29324,None
29325,"[172, 5, 0]"
29326,"[267, 8, 0]"
29327,None
29328,None
29329,None
29330,None
29331,None
29332,"[259, 8, 0]"
29333,None
29334,None
29335,"[106, 3, 0]"
29336,None
29337,None
29338,"[67, 2, 0]"
29339,"[148, 4, 0]"
29340,None
29341,"[66, 2, 0]"
29342,None
29343,"[726, 24, 1]"
29344,"[646, 21, 1]"
29345,"[246, 8, 0]"
29346,"[2560, 85, 7]"
29347,"[120, 4, 0]"
29348,"[310, 10, 0]"
29349,"[1378, 45, 3]"
29350,"[461, 15, 1]"
29351,"[586, 19, 1]"
29352,"[2080, 69, 5]"
29353,None
29354,"[826, 27, 2]"
29355,"[441, 14, 1]"
29356,None
29357,"[754, 25, 2]"
29358,None
29359,"[1223, 40, 3]"
29360,"[528, 17, 1]"
29361,None
29362,None
29363,None
29364,"[257, 8, 0]"
29365,"[338, 11, 0]"
29366,"[2381, 79, 6]"
29367,None
29368,"[816, 27, 2]"
29369,None
29370,None
29371,None
29372,"[622, 20, 1]"
29373,"[617, 20, 1]"
29374,"[53, 1, 0]"
29375,None
29376,None
29377,None
29378,None
29379,"[367, 12, 1]"
29380,"[1134, 37, 3]"
29381,"[669, 22, 1]"
29382,None
29383,"[2578, 85, 7]"
29384,"[1456, 48, 3]"
29385,None
29386,None
29387,"[75, 2, 0]"
29388,None
29389,None
29390,"[1656, 55, 4]"
29391,"[116, 3, 0]"
29392,"[81, 2, 0]"
29393,"[529, 17, 1]"
29394,"[738, 24, 2]"
29395,None
29396,"[1427, 47, 3]"
29397,"[1669, 55, 4]"
29398,"[552, 18, 1]"
29399,None
29400,"[1452, 48, 3]"
29401,"[1238, 41, 3]"
29402,"[1943, 64, 5]"
29403,None
29404,None
29405,None
29406,None
29407,"[1271, 42, 3]"
29408,None
29409,"[305, 10, 0]"
29410,None
29411,None
29412,"[605, 20, 1]"
29413,None
29414,None
29415,"[40, 1, 0]"
29416,None
29417,"[74, 2, 0]"
29418,"[570, 19, 1]"
29419,"[198, 6, 0]"
29420,"[101, 3, 0]"
29421,None
29422,None
29423,"[873, 29, 2]"
29424,None
29425,"[831, 27, 2]"
29426,None
29427,None
29428,None
29429,None
29430,None
29431,None
29432,"[77, 2, 0]"
29433,"[1141, 38, 3]"
29434,"[116, 3, 0]"
29435,None
29436,"[391, 13, 1]"
29437,None
29438,None
29439,None
29440,None
29441,"[2844, 94, 7]"
29442,"[106, 3, 0]"
29443,"[1278, 42, 3]"
29444,None
29445,None
29446,None
29447,"[2390, 79, 6]"
29448,None
29449,"[333, 11, 0]"
29450,"[249, 8, 0]"
29451,"[41, 1, 0]"
29452,"[1000, 33, 2]"
29453,"[826, 27, 2]"
29454,"[54, 1, 0]"
29455,None
29456,None
29457,"[79, 2, 0]"
29458,"[80, 2, 0]"
29459,None
29460,None
29461,None
29462,"[541, 18, 1]"
29463,None
29464,"[80, 2, 0]"
29465,"[707, 23, 1]"
29466,None
29467,None
29468,None
29469,"[981, 32, 2]"
29470,None
29471,None
29472,"[318, 10, 0]"
29473,None
29474,None
29475,None
29476,None
29477,None
29478,None
29479,None
29480,"[629, 20, 1]"
29481,"[1271, 42, 3]"
29482,None
29483,None
29484,None
29485,None
29486,None
29487,"[33, 1, 0]"
29488,"[753, 25, 2]"
29489,None
29490,None
29491,None
29492,"[393, 13, 1]"
29493,"[724, 24, 1]"
29494,"[1573, 52, 4]"
29495,"[1075, 35, 2]"
29496,None
29497,None
29498,None
29499,None
29500,"[57, 1, 0]"
29501,None
29502,None
29503,None
29504,None
29505,"[251, 8, 0]"
29506,"[56, 1, 0]"
29507,"[82, 2, 0]"
29508,"[73, 2, 0]"
29509,"[1193, 39, 3]"
29510,None
29511,None
29512,None
29513,"[594, 19, 1]"
29514,None
29515,None
29516,None
29517,"[218, 7, 0]"
29518,"[225, 7, 0]"
29519,None
29520,"[1374, 45, 3]"
29521,None
29522,None
29523,None
29524,None
29525,None
29526,None
29527,"[57, 1, 0]"
29528,"[109, 3, 0]"
29529,None
29530,None
29531,"[57, 1, 0]"
29532,"[125, 4, 0]"
29533,None
29534,"[645, 21, 1]"
29535,"[943, 31, 2]"
29536,None
29537,None
29538,None
29539,None
29540,None
29541,None
29542,None
29543,"[634, 21, 1]"
29544,"[791, 26, 2]"
29545,"[796, 26, 2]"
29546,None
29547,"[229, 7, 0]"
29548,None
29549,"[226, 7, 0]"
29550,"[317, 10, 0]"
29551,None
29552,"[39, 1, 0]"
29553,None
29554,"[14, 0, 0]"
29555,"[714, 23, 1]"
29556,None
29557,None
29558,None
29559,"[122, 4, 0]"
29560,None
29561,None
29562,None
29563,"[140, 4, 0]"
29564,None
29565,"[32, 1, 0]"
29566,"[441, 14, 1]"
29567,None
29568,"[977, 32, 2]"
29569,"[257, 8, 0]"
29570,"[774, 25, 2]"
29571,"[240, 8, 0]"
29572,None
29573,"[26, 0, 0]"
29574,None
29575,None
29576,"[1145, 38, 3]"
29577,None
29578,"[530, 17, 1]"
29579,"[59, 1, 0]"
29580,"[2260, 75, 6]"
29581,"[135, 4, 0]"
29582,"[270, 9, 0]"
29583,"[709, 23, 1]"
29584,None
29585,None
29586,"[116, 3, 0]"
29587,None
29588,None
29589,None
29590,"[89, 2, 0]"
29591,"[217, 7, 0]"
29592,None
29593,"[30, 1, 0]"
29594,"[77, 2, 0]"
29595,"[362, 12, 0]"
29596,"[87, 2, 0]"
29597,"[2720, 90, 7]"
29598,None
29599,None
29600,None
29601,"[491, 16, 1]"
29602,"[3154, 105, 8]"
29603,"[85, 2, 0]"
29604,"[269, 8, 0]"
29605,"[108, 3, 0]"
29606,"[46, 1, 0]"
29607,"[217, 7, 0]"
29608,"[459, 15, 1]"
29609,None
29610,"[314, 10, 0]"
29611,None
29612,None
29613,"[819, 27, 2]"
29614,"[1007, 33, 2]"
29615,"[342, 11, 0]"
29616,None
29617,"[1016, 33, 2]"
29618,"[430, 14, 1]"
29619,None
29620,None
29621,"[1196, 39, 3]"
29622,None
29623,"[1663, 55, 4]"
29624,"[887, 29, 2]"
29625,"[182, 6, 0]"
29626,"[412, 13, 1]"
29627,None
29628,None
29629,"[433, 14, 1]"
29630,None
29631,None
29632,None
29633,"[796, 26, 2]"
29634,"[226, 7, 0]"
29635,None
29636,None
29637,"[557, 18, 1]"
29638,"[36, 1, 0]"
29639,None
29640,None
29641,"[2013, 67, 5]"
29642,None
29643,"[200, 6, 0]"
29644,"[494, 16, 1]"
29645,"[48, 1, 0]"
29646,None
29647,"[89, 2, 0]"
29648,None
29649,None
29650,None
29651,"[16, 0, 0]"
29652,"[311, 10, 0]"
29653,None
29654,"[179, 5, 0]"
29655,None
29656,"[72, 2, 0]"
29657,None
29658,None
29659,"[57, 1, 0]"
29660,"[75, 2, 0]"
29661,None
29662,None
29663,None
29664,None
29665,"[287, 9, 0]"
29666,"[380, 12, 1]"
29667,"[485, 16, 1]"
29668,None
29669,None
29670,None
29671,None
29672,"[136, 4, 0]"
29673,"[218, 7, 0]"
29674,None
29675,"[106, 3, 0]"
29676,None
29677,"[1195, 39, 3]"
29678,"[24, 0, 0]"
29679,None
29680,None
29681,None
29682,"[105, 3, 0]"
29683,"[413, 13, 1]"
29684,None
29685,"[78, 2, 0]"
29686,"[153, 5, 0]"
29687,"[322, 10, 0]"
29688,"[710, 23, 1]"
29689,None
29690,None
29691,"[226, 7, 0]"
29692,None
29693,"[113, 3, 0]"
29694,"[98, 3, 0]"
29695,"[732, 24, 2]"
29696,"[73, 2, 0]"
29697,"[84, 2, 0]"
29698,"[2149, 71, 5]"
29699,None
29700,None
29701,"[89, 2, 0]"
29702,None
29703,None
29704,"[182, 6, 0]"
29705,None
29706,"[160, 5, 0]"
29707,None
29708,None
29709,None
29710,None
29711,"[1216, 40, 3]"
29712,"[205, 6, 0]"
29713,"[1428, 47, 3]"
29714,None
29715,"[1147, 38, 3]"
29716,None
29717,None
29718,None
29719,"[43, 1, 0]"
29720,"[590, 19, 1]"
29721,"[81, 2, 0]"
29722,None
29723,None
29724,None
29725,None
29726,"[484, 16, 1]"
29727,None
29728,"[439, 14, 1]"
29729,None
29730,None
29731,"[77, 2, 0]"
29732,None
29733,"[268, 8, 0]"
29734,None
29735,None
29736,None
29737,"[77, 2, 0]"
29738,None
29739,"[48, 1, 0]"
29740,None
29741,None
29742,"[88, 2, 0]"
29743,"[344, 11, 0]"
29744,None
29745,None
29746,None
29747,"[67, 2, 0]"
29748,"[79, 2, 0]"
29749,"[545, 18, 1]"
29750,None
29751,"[2713, 90, 7]"
29752,None
29753,"[151, 5, 0]"
29754,None
29755,None
29756,"[357, 11, 0]"
29757,"[64, 2, 0]"
29758,None
29759,None
29760,None
29761,None
29762,None
29763,None
29764,"[114, 3, 0]"
29765,"[606, 20, 1]"
29766,None
29767,"[1391, 46, 3]"
29768,"[830, 27, 2]"
29769,"[226, 7, 0]"
29770,"[165, 5, 0]"
29771,None
29772,"[406, 13, 1]"
29773,None
29774,"[137, 4, 0]"
29775,"[592, 19, 1]"
29776,None
29777,None
29778,None
29779,None
29780,None
29781,None
29782,"[1670, 55, 4]"
29783,None
29784,None
29785,None
29786,None
29787,None
29788,"[530, 17, 1]"
29789,None
29790,None
29791,None
29792,None
29793,"[920, 30, 2]"
29794,"[446, 14, 1]"
29795,"[529, 17, 1]"
29796,None
29797,"[148, 4, 0]"
29798,"[105, 3, 0]"
29799,"[81, 2, 0]"
29800,None
29801,"[549, 18, 1]"
29802,"[631, 21, 1]"
29803,None
29804,"[707, 23, 1]"
29805,"[1315, 43, 3]"
29806,"[669, 22, 1]"
29807,"[2441, 81, 6]"
29808,"[1623, 54, 4]"
29809,"[480, 16, 1]"
29810,None
29811,None
29812,None
29813,"[2132, 71, 5]"
29814,"[813, 27, 2]"
29815,None
29816,None
29817,None
29818,"[564, 18, 1]"
29819,None
29820,"[103, 3, 0]"
29821,None
29822,None
29823,None
29824,None
29825,None
29826,None
29827,None
29828,None
29829,None
29830,None
29831,None
29832,None
29833,"[95, 3, 0]"
29834,"[1689, 56, 4]"
29835,None
29836,None
29837,None
29838,None
29839,None
29840,None
29841,None
29842,None
29843,None
29844,"[713, 23, 1]"
29845,None
29846,None
29847,None
29848,None
29849,None
29850,None
29851,None
29852,"[220, 7, 0]"
29853,"[1321, 44, 3]"
29854,"[109, 3, 0]"
29855,"[212, 7, 0]"
29856,None
29857,"[1296, 43, 3]"
29858,None
29859,None
29860,None
29861,"[1158, 38, 3]"
29862,None
29863,None
29864,"[658, 21, 1]"
29865,None
29866,None
29867,None
29868,None
29869,None
29870,None
29871,None
29872,None
29873,None
29874,None
29875,None
29876,None
29877,None
29878,None
29879,None
29880,None
29881,None
29882,"[419, 13, 1]"
29883,None
29884,"[1146, 38, 3]"
29885,None
29886,None
29887,"[522, 17, 1]"
29888,None
29889,None
29890,"[452, 15, 1]"
29891,None
29892,None
29893,None
29894,"[852, 28, 2]"
29895,"[414, 13, 1]"
29896,None
29897,None
29898,None
29899,None
29900,None
29901,None
29902,None
29903,"[92, 3, 0]"
29904,"[363, 12, 0]"
29905,"[494, 16, 1]"
29906,None
29907,None
29908,"[55, 1, 0]"
29909,None
29910,None
29911,"[166, 5, 0]"
29912,None
29913,None
29914,"[1115, 37, 3]"
29915,None
29916,"[94, 3, 0]"
29917,"[87, 2, 0]"
29918,"[1113, 37, 3]"
29919,None
29920,None
29921,None
29922,"[1154, 38, 3]"
29923,None
29924,None
29925,None
29926,None
29927,"[761, 25, 2]"
29928,None
29929,None
29930,None
29931,None
29932,"[856, 28, 2]"
29933,None
29934,None
29935,None
29936,"[1989, 66, 5]"
29937,None
29938,None
29939,None
29940,None
29941,"[112, 3, 0]"
29942,None
29943,"[36, 1, 0]"
29944,"[30, 1, 0]"
29945,"[40, 1, 0]"
29946,"[783, 26, 2]"
29947,None
29948,"[1453, 48, 3]"
29949,None
29950,"[906, 30, 2]"
29951,None
29952,"[362, 12, 0]"
29953,None
29954,"[570, 19, 1]"
29955,"[280, 9, 0]"
29956,"[1334, 44, 3]"
29957,None
29958,None
29959,"[844, 28, 2]"
29960,"[1988, 66, 5]"
29961,None
29962,None
29963,"[109, 3, 0]"
29964,None
29965,None
29966,"[591, 19, 1]"
29967,"[661, 22, 1]"
29968,"[591, 19, 1]"
29969,None
29970,None
29971,None
29972,None
29973,None
29974,None
29975,"[208, 6, 0]"
29976,None
29977,"[38, 1, 0]"
29978,"[2285, 76, 6]"
29979,None
29980,"[359, 11, 0]"
29981,"[1442, 48, 3]"
29982,None
29983,"[657, 21, 1]"
29984,"[96, 3, 0]"
29985,None
29986,None
29987,"[174, 5, 0]"
29988,None
29989,None
29990,"[93, 3, 0]"
29991,None
29992,"[945, 31, 2]"
29993,None
29994,"[614, 20, 1]"
29995,None
29996,"[82, 2, 0]"
29997,"[411, 13, 1]"
29998,None
29999,"[1186, 39, 3]"
30000,"[1409, 46, 3]"
30001,"[536, 17, 1]"
30002,None
30003,"[270, 9, 0]"
30004,"[4, 0, 0]"
30005,None
30006,"[98, 3, 0]"
30007,None
30008,None
30009,"[361, 12, 0]"
30010,None
30011,None
30012,"[1435, 47, 3]"
30013,None
30014,None
30015,"[92, 3, 0]"
30016,"[383, 12, 1]"
30017,None
30018,None
30019,None
30020,"[125, 4, 0]"
30021,"[759, 25, 2]"
30022,"[1539, 51, 4]"
30023,None
30024,None
30025,None
30026,None
30027,None
30028,"[864, 28, 2]"
30029,None
30030,"[663, 22, 1]"
30031,None
30032,None
30033,None
30034,None
30035,"[300, 10, 0]"
30036,None
30037,None
30038,None
30039,"[541, 18, 1]"
30040,None
30041,None
30042,None
30043,"[583, 19, 1]"
30044,None
30045,None
30046,None
30047,None
30048,None
30049,None
30050,"[723, 24, 1]"
30051,"[228, 7, 0]"
30052,None
30053,None
30054,None
30055,None
30056,None
30057,None
30058,"[1168, 38, 3]"
30059,None
30060,"[705, 23, 1]"
30061,"[623, 20, 1]"
30062,None
30063,"[220, 7, 0]"
30064,"[199, 6, 0]"
30065,None
30066,None
30067,"[657, 21, 1]"
30068,None
30069,None
30070,None
30071,None
30072,"[1390, 46, 3]"
30073,None
30074,None
30075,None
30076,None
30077,"[305, 10, 0]"
30078,"[173, 5, 0]"
30079,"[348, 11, 0]"
30080,None
30081,None
30082,None
30083,None
30084,None
30085,None
30086,None
30087,None
30088,None
30089,None
30090,None
30091,None
30092,"[1151, 38, 3]"
30093,None
30094,None
30095,None
30096,None
30097,None
30098,"[1134, 37, 3]"
30099,None
30100,None
30101,None
30102,None
30103,None
30104,None
30105,"[89, 2, 0]"
30106,None
30107,"[1016, 33, 2]"
30108,None
30109,"[213, 7, 0]"
30110,None
30111,None
30112,"[342, 11, 0]"
30113,None
30114,None
30115,None
30116,None
30117,None
30118,None
30119,"[763, 25, 2]"
30120,None
30121,None
30122,"[54, 1, 0]"
30123,None
30124,None
30125,None
30126,None
30127,"[1166, 38, 3]"
30128,None
30129,None
30130,None
30131,None
30132,"[471, 15, 1]"
30133,None
30134,None
30135,None
30136,"[60, 2, 0]"
30137,None
30138,None
30139,None
30140,"[74, 2, 0]"
30141,None
30142,None
30143,None
30144,"[459, 15, 1]"
30145,"[733, 24, 2]"
30146,None
30147,None
30148,"[621, 20, 1]"
30149,None
30150,None
30151,"[652, 21, 1]"
30152,None
30153,"[1213, 40, 3]"
30154,None
30155,None
30156,None
30157,None
30158,None
30159,None
30160,None
30161,None
30162,"[63, 2, 0]"
30163,None
30164,None
30165,None
30166,"[1193, 39, 3]"
30167,"[383, 12, 1]"
30168,None
30169,"[887, 29, 2]"
30170,None
30171,"[202, 6, 0]"
30172,None
30173,None
30174,None
30175,None
30176,"[73, 2, 0]"
30177,None
30178,None
30179,None
30180,None
30181,None
30182,None
30183,None
30184,None
30185,"[30, 1, 0]"
30186,None
30187,None
30188,None
30189,None
30190,None
30191,None
30192,None
30193,"[116, 3, 0]"
30194,None
30195,None
30196,None
30197,None
30198,None
30199,None
30200,"[77, 2, 0]"
30201,"[764, 25, 2]"
30202,None
30203,"[74, 2, 0]"
30204,None
30205,None
30206,None
30207,None
30208,None
30209,None
30210,None
30211,None
30212,None
30213,None
30214,"[1231, 41, 3]"
30215,None
30216,None
30217,"[1392, 46, 3]"
30218,None
30219,None
30220,None
30221,"[1041, 34, 2]"
30222,"[133, 4, 0]"
30223,None
30224,None
30225,"[95, 3, 0]"
30226,None
30227,None
30228,"[408, 13, 1]"
30229,None
30230,"[124, 4, 0]"
30231,None
30232,None
30233,None
30234,"[122, 4, 0]"
30235,None
30236,None
30237,"[1538, 51, 4]"
30238,"[469, 15, 1]"
30239,None
30240,"[68, 2, 0]"
30241,"[89, 2, 0]"
30242,None
30243,"[122, 4, 0]"
30244,None
30245,None
30246,None
30247,None
30248,None
30249,"[99, 3, 0]"
30250,None
30251,"[112, 3, 0]"
30252,"[145, 4, 0]"
30253,None
30254,None
30255,None
30256,None
30257,None
30258,None
30259,None
30260,"[383, 12, 1]"
30261,None
30262,None
30263,"[130, 4, 0]"
30264,None
30265,"[117, 3, 0]"
30266,None
30267,"[537, 17, 1]"
30268,None
30269,"[482, 16, 1]"
30270,"[413, 13, 1]"
30271,None
30272,None
30273,None
30274,None
30275,"[357, 11, 0]"
30276,"[1047, 34, 2]"
30277,"[109, 3, 0]"
30278,None
30279,None
30280,"[766, 25, 2]"
30281,None
30282,None
30283,"[192, 6, 0]"
30284,None
30285,None
30286,None
30287,None
30288,None
30289,None
30290,"[497, 16, 1]"
30291,None
30292,None
30293,None
30294,None
30295,None
30296,None
30297,"[609, 20, 1]"
30298,None
30299,"[363, 12, 0]"
30300,"[97, 3, 0]"
30301,None
30302,None
30303,"[544, 18, 1]"
30304,None
30305,None
30306,None
30307,None
30308,None
30309,None
30310,None
30311,"[1310, 43, 3]"
30312,None
30313,None
30314,None
30315,None
30316,None
30317,None
30318,None
30319,"[93, 3, 0]"
30320,None
30321,"[80, 2, 0]"
30322,None
30323,None
30324,None
30325,"[533, 17, 1]"
30326,None
30327,None
30328,None
30329,None
30330,"[54, 1, 0]"
30331,None
30332,"[349, 11, 0]"
30333,"[759, 25, 2]"
30334,None
30335,None
30336,None
30337,"[230, 7, 0]"
30338,None
30339,None
30340,"[47, 1, 0]"
30341,None
30342,None
30343,None
30344,None
30345,None
30346,None
30347,"[59, 1, 0]"
30348,"[72, 2, 0]"
30349,None
30350,"[58, 1, 0]"
30351,"[20, 0, 0]"
30352,None
30353,None
30354,None
30355,None
30356,None
30357,None
30358,None
30359,None
30360,"[696, 23, 1]"
30361,None
30362,"[47, 1, 0]"
30363,None
30364,None
30365,"[60, 2, 0]"
30366,None
30367,None
30368,"[43, 1, 0]"
30369,"[44, 1, 0]"
30370,None
30371,None
30372,None
30373,"[256, 8, 0]"
30374,None
30375,None
30376,None
30377,None
30378,None
30379,None
30380,"[183, 6, 0]"
30381,None
30382,None
30383,None
30384,"[53, 1, 0]"
30385,"[53, 1, 0]"
30386,"[519, 17, 1]"
30387,None
30388,"[436, 14, 1]"
30389,None
30390,"[339, 11, 0]"
30391,"[646, 21, 1]"
30392,None
30393,None
30394,None
30395,None
30396,None
30397,None
30398,None
30399,"[1624, 54, 4]"
30400,None
30401,None
30402,None
30403,None
30404,"[95, 3, 0]"
30405,"[108, 3, 0]"
30406,"[1759, 58, 4]"
30407,"[44, 1, 0]"
30408,None
30409,None
30410,None
30411,None
30412,None
30413,"[693, 23, 1]"
30414,None
30415,None
30416,None
30417,None
30418,None
30419,"[570, 19, 1]"
30420,"[277, 9, 0]"
30421,"[45, 1, 0]"
30422,None
30423,"[220, 7, 0]"
30424,None
30425,"[34, 1, 0]"
30426,"[459, 15, 1]"
30427,None
30428,"[2012, 67, 5]"
30429,None
30430,None
30431,"[1966, 65, 5]"
30432,"[2118, 70, 5]"
30433,"[2106, 70, 5]"
30434,"[1800, 60, 4]"
30435,"[2080, 69, 5]"
30436,"[2076, 69, 5]"
30437,"[965, 32, 2]"
30438,"[1613, 53, 4]"
30439,"[1179, 39, 3]"
30440,"[1537, 51, 4]"
30441,"[1676, 55, 4]"
30442,"[1515, 50, 4]"
30443,"[1673, 55, 4]"
30444,"[743, 24, 2]"
30445,"[1379, 45, 3]"
30446,"[1352, 45, 3]"
30447,"[1321, 44, 3]"
30448,"[1455, 48, 3]"
30449,"[722, 24, 1]"
30450,"[1035, 34, 2]"
30451,"[1295, 43, 3]"
30452,"[1300, 43, 3]"
30453,"[1438, 47, 3]"
30454,None
30455,"[1336, 44, 3]"
30456,None
30457,"[489, 16, 1]"
30458,None
30459,None
30460,"[1427, 47, 3]"
30461,"[874, 29, 2]"
30462,"[787, 26, 2]"
30463,"[729, 24, 1]"
30464,"[732, 24, 2]"
30465,"[555, 18, 1]"
30466,"[892, 29, 2]"
30467,None
30468,"[722, 24, 1]"
30469,"[843, 28, 2]"
30470,"[1029, 34, 2]"
30471,"[1078, 35, 2]"
30472,"[1228, 40, 3]"
30473,"[1207, 40, 3]"
30474,"[1180, 39, 3]"
30475,"[604, 20, 1]"
30476,"[1195, 39, 3]"
30477,"[888, 29, 2]"
30478,"[1023, 34, 2]"
30479,"[1281, 42, 3]"
30480,"[1279, 42, 3]"
30481,"[579, 19, 1]"
30482,"[1262, 42, 3]"
30483,"[1103, 36, 3]"
30484,"[1268, 42, 3]"
30485,"[527, 17, 1]"
30486,None
30487,"[634, 21, 1]"
30488,"[1151, 38, 3]"
30489,"[1319, 43, 3]"
30490,None
30491,"[638, 21, 1]"
30492,"[384, 12, 1]"
30493,None
30494,"[779, 25, 2]"
30495,"[711, 23, 1]"
30496,"[763, 25, 2]"
30497,None
30498,"[600, 20, 1]"
30499,"[495, 16, 1]"
30500,"[1643, 54, 4]"
30501,"[1521, 50, 4]"
30502,"[1074, 35, 2]"
30503,"[1088, 36, 2]"
30504,"[950, 31, 2]"
30505,"[934, 31, 2]"
30506,"[88, 2, 0]"
30507,"[898, 29, 2]"
30508,"[971, 32, 2]"
30509,"[972, 32, 2]"
30510,"[1149, 38, 3]"
30511,"[1116, 37, 3]"
30512,"[1146, 38, 3]"
30513,None
30514,"[1009, 33, 2]"
30515,"[954, 31, 2]"
30516,"[753, 25, 2]"
30517,"[849, 28, 2]"
30518,"[948, 31, 2]"
30519,None
30520,None
30521,"[711, 23, 1]"
30522,None
30523,"[3054, 101, 8]"
30524,None
30525,"[777, 25, 2]"
30526,"[3458, 115, 9]"
30527,"[3398, 113, 9]"
30528,None
30529,"[3331, 111, 9]"
30530,"[3305, 110, 9]"
30531,"[3248, 108, 8]"
30532,"[3092, 103, 8]"
30533,"[2934, 97, 8]"
30534,"[2926, 97, 8]"
30535,"[2911, 97, 7]"
30536,"[537, 17, 1]"
30537,"[3273, 109, 8]"
30538,"[703, 23, 1]"
30539,None
30540,"[690, 23, 1]"
30541,None
30542,None
30543,None
30544,"[368, 12, 1]"
30545,None
30546,None
30547,"[501, 16, 1]"
30548,"[456, 15, 1]"
30549,"[620, 20, 1]"
30550,None
30551,"[702, 23, 1]"
30552,"[1199, 39, 3]"
30553,"[2857, 95, 7]"
30554,"[2496, 83, 6]"
30555,"[2489, 82, 6]"
30556,"[2484, 82, 6]"
30557,"[2481, 82, 6]"
30558,"[2456, 81, 6]"
30559,"[2592, 86, 7]"
30560,"[544, 18, 1]"
30561,"[329, 10, 0]"
30562,None
30563,None
30564,"[284, 9, 0]"
30565,None
30566,"[458, 15, 1]"
30567,None
30568,"[251, 8, 0]"
30569,"[1139, 37, 3]"
30570,None
30571,None
30572,"[880, 29, 2]"
30573,None
30574,None
30575,None
30576,None
30577,None
30578,"[613, 20, 1]"
30579,None
30580,None
30581,None
30582,None
30583,None
30584,"[374, 12, 1]"
30585,"[934, 31, 2]"
30586,None
30587,None
30588,None
30589,None
30590,"[137, 4, 0]"
30591,"[3461, 115, 9]"
30592,None
30593,"[1928, 64, 5]"
30594,"[2713, 90, 7]"
30595,"[414, 13, 1]"
30596,None
30597,"[492, 16, 1]"
30598,"[869, 28, 2]"
30599,"[3329, 110, 9]"
30600,None
30601,"[2961, 98, 8]"
30602,None
30603,"[3040, 101, 8]"
30604,"[3340, 111, 9]"
30605,"[139, 4, 0]"
30606,None
30607,"[1521, 50, 4]"
30608,"[102, 3, 0]"
30609,"[2613, 87, 7]"
30610,"[359, 11, 0]"
30611,"[1568, 52, 4]"
30612,"[2193, 73, 6]"
30613,"[2160, 72, 5]"
30614,"[2158, 71, 5]"
30615,"[1767, 58, 4]"
30616,"[1743, 58, 4]"
30617,"[1769, 58, 4]"
30618,"[1623, 54, 4]"
30619,"[1785, 59, 4]"
30620,"[1787, 59, 4]"
30621,"[1726, 57, 4]"
30622,"[1712, 57, 4]"
30623,"[1684, 56, 4]"
30624,"[1684, 56, 4]"
30625,"[1686, 56, 4]"
30626,"[1539, 51, 4]"
