user_count,education,education_id
9131,None,5
9132,None,5
9133,Bachelor or Higher,0
9134,Bachelor or Higher,0
9135,Bachelor or Higher,0
9136,None,5
9137,Bachelor or Higher,0
9138,Bachelor or Higher,0
9139,Bachelor or Higher,0
9140,Bachelor or Higher,0
9141,None,5
9142,None,5
9143,Bachelor or Higher,0
9144,Bachelor or Higher,0
9145,Bachelor or Higher,0
9146,Bachelor or Higher,0
9147,Bachelor or Higher,0
9148,Bachelor or Higher,0
9149,None,5
9150,Bachelor or Higher,0
9151,Bachelor or Higher,0
9152,Bachelor or Higher,0
9153,None,5
9154,Bachelor or Higher,0
9155,Bachelor or Higher,0
9156,None,5
9157,None,5
9158,None,5
9159,Bachelor or Higher,0
9160,Bachelor or Higher,0
9161,Bachelor or Higher,0
9162,None,5
9163,Bachelor or Higher,0
9164,None,5
9165,None,5
9166,Bachelor or Higher,0
9167,Bachelor or Higher,0
9168,Bachelor or Higher,0
9169,Bachelor or Higher,0
9170,Bachelor or Higher,0
9171,None,5
9172,None,5
9173,Bachelor or Higher,0
9174,Bachelor or Higher,0
9175,Bachelor or Higher,0
9176,Bachelor or Higher,0
9177,Bachelor or Higher,0
9178,Bachelor or Higher,0
9179,None,5
9180,None,5
9181,Bachelor or Higher,0
9182,Bachelor or Higher,0
9183,None,5
9184,None,5
9185,Bachelor or Higher,0
9186,Bachelor or Higher,0
9187,None,5
9188,None,5
9189,None,5
9190,Bachelor or Higher,0
9191,Bachelor or Higher,0
9192,Bachelor or Higher,0
9193,Bachelor or Higher,0
9194,None,5
9195,Bachelor or Higher,0
9196,Bachelor or Higher,0
9197,Bachelor or Higher,0
9198,Bachelor or Higher,0
9199,None,5
9200,None,5
9201,Bachelor or Higher,0
9202,Bachelor or Higher,0
9203,Bachelor or Higher,0
9204,Bachelor or Higher,0
9205,Bachelor or Higher,0
9206,Bachelor or Higher,0
9207,Bachelor or Higher,0
9208,Bachelor or Higher,0
9209,None,5
9210,Bachelor or Higher,0
9211,Bachelor or Higher,0
9212,Bachelor or Higher,0
9213,Bachelor or Higher,0
9214,Bachelor or Higher,0
9215,None,5
9216,Bachelor or Higher,0
9217,Bachelor or Higher,0
9218,Bachelor or Higher,0
9219,None,5
9220,Bachelor or Higher,0
9221,Bachelor or Higher,0
9222,Bachelor or Higher,0
9223,None,5
9224,Bachelor or Higher,0
9225,Bachelor or Higher,0
9226,Bachelor or Higher,0
9227,None,5
9228,Bachelor or Higher,0
9229,Bachelor or Higher,0
9230,Bachelor or Higher,0
9231,Bachelor or Higher,0
9232,Bachelor or Higher,0
9233,Bachelor or Higher,0
9234,Bachelor or Higher,0
9235,Bachelor or Higher,0
9236,None,5
9237,Bachelor or Higher,0
9238,Bachelor or Higher,0
9239,Bachelor or Higher,0
9240,Bachelor or Higher,0
9241,Bachelor or Higher,0
9242,Bachelor or Higher,0
9243,None,5
9244,None,5
9245,Bachelor or Higher,0
9246,Bachelor or Higher,0
9247,None,5
9248,Bachelor or Higher,0
9249,Bachelor or Higher,0
9250,None,5
9251,Bachelor or Higher,0
9252,Bachelor or Higher,0
9253,None,5
9254,Bachelor or Higher,0
9255,Bachelor or Higher,0
9256,None,5
9257,Bachelor or Higher,0
9258,Bachelor or Higher,0
9259,None,5
9260,None,5
9261,None,5
9262,Bachelor or Higher,0
9263,None,5
9264,Bachelor or Higher,0
9265,Bachelor or Higher,0
9266,Bachelor or Higher,0
9267,Bachelor or Higher,0
9268,Bachelor or Higher,0
9269,Bachelor or Higher,0
9270,Bachelor or Higher,0
9271,Bachelor or Higher,0
9272,Bachelor or Higher,0
9273,None,5
9274,Bachelor or Higher,0
9275,Bachelor or Higher,0
9276,Bachelor or Higher,0
9277,None,5
9278,None,5
9279,None,5
9280,Bachelor or Higher,0
9281,Bachelor or Higher,0
9282,None,5
9283,None,5
9284,None,5
9285,Bachelor or Higher,0
9286,None,5
9287,Bachelor or Higher,0
9288,Bachelor or Higher,0
9289,Bachelor or Higher,0
9290,Bachelor or Higher,0
9291,Bachelor or Higher,0
9292,Bachelor or Higher,0
9293,Bachelor or Higher,0
9294,Bachelor or Higher,0
9295,Bachelor or Higher,0
9296,Bachelor or Higher,0
9297,Bachelor or Higher,0
9298,Bachelor or Higher,0
9299,Bachelor or Higher,0
9300,Bachelor or Higher,0
9301,Bachelor or Higher,0
9302,Bachelor or Higher,0
9303,Bachelor or Higher,0
9304,Bachelor or Higher,0
9305,Bachelor or Higher,0
9306,Bachelor or Higher,0
9307,Bachelor or Higher,0
9308,Bachelor or Higher,0
9309,Bachelor or Higher,0
9310,Bachelor or Higher,0
9311,None,5
9312,Bachelor or Higher,0
9313,Bachelor or Higher,0
9314,Bachelor or Higher,0
9315,Bachelor or Higher,0
9316,Bachelor or Higher,0
9317,None,5
9318,Bachelor or Higher,0
9319,Bachelor or Higher,0
9320,None,5
9321,Bachelor or Higher,0
9322,Bachelor or Higher,0
9323,Bachelor or Higher,0
9324,Bachelor or Higher,0
9325,Bachelor or Higher,0
9326,Bachelor or Higher,0
9327,Bachelor or Higher,0
9328,Bachelor or Higher,0
9329,Bachelor or Higher,0
9330,Bachelor or Higher,0
9331,None,5
9332,None,5
9333,None,5
9334,Bachelor or Higher,0
9335,Bachelor or Higher,0
9336,Bachelor or Higher,0
9337,Bachelor or Higher,0
9338,None,5
9339,Bachelor or Higher,0
9340,Bachelor or Higher,0
9341,None,5
9342,Bachelor or Higher,0
9343,Bachelor or Higher,0
9344,Bachelor or Higher,0
9345,Bachelor or Higher,0
9346,Bachelor or Higher,0
9347,Bachelor or Higher,0
9348,Bachelor or Higher,0
9349,Bachelor or Higher,0
9350,Bachelor or Higher,0
9351,Bachelor or Higher,0
9352,Bachelor or Higher,0
9353,Bachelor or Higher,0
9354,Bachelor or Higher,0
9355,Bachelor or Higher,0
9356,None,5
9357,Bachelor or Higher,0
9358,Bachelor or Higher,0
9359,Bachelor or Higher,0
9360,Bachelor or Higher,0
9361,Bachelor or Higher,0
9362,Bachelor or Higher,0
9363,Bachelor or Higher,0
9364,None,5
9365,Bachelor or Higher,0
9366,None,5
9367,Bachelor or Higher,0
9368,Bachelor or Higher,0
9369,Bachelor or Higher,0
9370,Bachelor or Higher,0
9371,None,5
9372,Bachelor or Higher,0
9373,None,5
9374,Bachelor or Higher,0
9375,Bachelor or Higher,0
9376,Bachelor or Higher,0
9377,Bachelor or Higher,0
9378,Bachelor or Higher,0
9379,Bachelor or Higher,0
9380,Bachelor or Higher,0
9381,Bachelor or Higher,0
9382,Bachelor or Higher,0
9383,Bachelor or Higher,0
9384,Bachelor or Higher,0
9385,Bachelor or Higher,0
9386,Bachelor or Higher,0
9387,None,5
9388,Bachelor or Higher,0
9389,None,5
9390,Bachelor or Higher,0
9391,Bachelor or Higher,0
9392,None,5
9393,Bachelor or Higher,0
9394,Bachelor or Higher,0
9395,None,5
9396,Bachelor or Higher,0
9397,Bachelor or Higher,0
9398,Bachelor or Higher,0
9399,Bachelor or Higher,0
9400,Bachelor or Higher,0
9401,Bachelor or Higher,0
9402,Bachelor or Higher,0
9403,None,5
9404,Bachelor or Higher,0
9405,Bachelor or Higher,0
9406,None,5
9407,None,5
9408,Bachelor or Higher,0
9409,Bachelor or Higher,0
9410,Bachelor or Higher,0
9411,Bachelor or Higher,0
9412,Bachelor or Higher,0
9413,Bachelor or Higher,0
9414,Bachelor or Higher,0
9415,None,5
9416,Bachelor or Higher,0
9417,Bachelor or Higher,0
9418,Bachelor or Higher,0
9419,Bachelor or Higher,0
9420,Bachelor or Higher,0
9421,Bachelor or Higher,0
9422,Bachelor or Higher,0
9423,None,5
9424,None,5
9425,None,5
9426,None,5
9427,Bachelor or Higher,0
9428,Bachelor or Higher,0
9429,None,5
9430,None,5
9431,Bachelor or Higher,0
9432,Bachelor or Higher,0
9433,Bachelor or Higher,0
9434,Bachelor or Higher,0
9435,None,5
9436,Bachelor or Higher,0
9437,Bachelor or Higher,0
9438,Bachelor or Higher,0
9439,Bachelor or Higher,0
9440,Bachelor or Higher,0
9441,Bachelor or Higher,0
9442,None,5
9443,Bachelor or Higher,0
9444,Bachelor or Higher,0
9445,Bachelor or Higher,0
9446,None,5
9447,Bachelor or Higher,0
9448,Bachelor or Higher,0
9449,None,5
9450,Bachelor or Higher,0
9451,None,5
9452,None,5
9453,Bachelor or Higher,0
9454,Bachelor or Higher,0
9455,None,5
9456,None,5
9457,Bachelor or Higher,0
9458,Bachelor or Higher,0
9459,Bachelor or Higher,0
9460,None,5
9461,None,5
9462,Bachelor or Higher,0
9463,Bachelor or Higher,0
9464,Bachelor or Higher,0
9465,Bachelor or Higher,0
9466,None,5
9467,Bachelor or Higher,0
9468,None,5
9469,Bachelor or Higher,0
9470,None,5
9471,Bachelor or Higher,0
9472,Bachelor or Higher,0
9473,None,5
9474,Bachelor or Higher,0
9475,None,5
9476,Bachelor or Higher,0
9477,Bachelor or Higher,0
9478,Bachelor or Higher,0
9479,Bachelor or Higher,0
9480,Bachelor or Higher,0
9481,Bachelor or Higher,0
9482,Bachelor or Higher,0
9483,Bachelor or Higher,0
9484,Bachelor or Higher,0
9485,None,5
9486,Bachelor or Higher,0
9487,None,5
9488,Bachelor or Higher,0
9489,Bachelor or Higher,0
9490,Bachelor or Higher,0
9491,Bachelor or Higher,0
9492,Bachelor or Higher,0
9493,None,5
9494,Bachelor or Higher,0
9495,Bachelor or Higher,0
9496,Bachelor or Higher,0
9497,Bachelor or Higher,0
9498,Bachelor or Higher,0
9499,Bachelor or Higher,0
9500,Bachelor or Higher,0
9501,Bachelor or Higher,0
9502,Bachelor or Higher,0
9503,Bachelor or Higher,0
9504,Bachelor or Higher,0
9505,Bachelor or Higher,0
9506,Bachelor or Higher,0
9507,Bachelor or Higher,0
9508,Bachelor or Higher,0
9509,None,5
9510,Bachelor or Higher,0
9511,Bachelor or Higher,0
9512,None,5
9513,Bachelor or Higher,0
9514,None,5
9515,Bachelor or Higher,0
9516,None,5
9517,None,5
9518,Bachelor or Higher,0
9519,Bachelor or Higher,0
9520,Bachelor or Higher,0
9521,None,5
9522,Bachelor or Higher,0
9523,Bachelor or Higher,0
9524,Bachelor or Higher,0
9525,Bachelor or Higher,0
9526,Bachelor or Higher,0
9527,None,5
9528,None,5
9529,Bachelor or Higher,0
9530,None,5
9531,Bachelor or Higher,0
9532,Bachelor or Higher,0
9533,Bachelor or Higher,0
9534,None,5
9535,None,5
9536,Bachelor or Higher,0
9537,Bachelor or Higher,0
9538,Bachelor or Higher,0
9539,Bachelor or Higher,0
9540,Bachelor or Higher,0
9541,Bachelor or Higher,0
9542,Bachelor or Higher,0
9543,Bachelor or Higher,0
9544,Bachelor or Higher,0
9545,None,5
9546,Bachelor or Higher,0
9547,Bachelor or Higher,0
9548,Bachelor or Higher,0
9549,None,5
9550,Bachelor or Higher,0
9551,Bachelor or Higher,0
9552,Bachelor or Higher,0
9553,Bachelor or Higher,0
9554,None,5
9555,Bachelor or Higher,0
9556,None,5
9557,Bachelor or Higher,0
9558,Bachelor or Higher,0
9559,Bachelor or Higher,0
9560,None,5
9561,Bachelor or Higher,0
9562,Bachelor or Higher,0
9563,Bachelor or Higher,0
9564,Bachelor or Higher,0
9565,Bachelor or Higher,0
9566,Bachelor or Higher,0
9567,Bachelor or Higher,0
9568,Bachelor or Higher,0
9569,Bachelor or Higher,0
9570,None,5
9571,None,5
9572,Bachelor or Higher,0
9573,Bachelor or Higher,0
9574,Bachelor or Higher,0
9575,Bachelor or Higher,0
9576,None,5
9577,Bachelor or Higher,0
9578,None,5
9579,Bachelor or Higher,0
9580,Bachelor or Higher,0
9581,Bachelor or Higher,0
9582,Bachelor or Higher,0
9583,Bachelor or Higher,0
9584,None,5
9585,Bachelor or Higher,0
9586,Bachelor or Higher,0
9587,Bachelor or Higher,0
9588,Bachelor or Higher,0
9589,Bachelor or Higher,0
9590,None,5
9591,Bachelor or Higher,0
9592,Bachelor or Higher,0
9593,Bachelor or Higher,0
9594,Bachelor or Higher,0
9595,None,5
9596,Bachelor or Higher,0
9597,Bachelor or Higher,0
9598,Bachelor or Higher,0
9599,Bachelor or Higher,0
9600,None,5
9601,Bachelor or Higher,0
9602,Bachelor or Higher,0
9603,None,5
9604,None,5
9605,Bachelor or Higher,0
9606,Bachelor or Higher,0
9607,Bachelor or Higher,0
9608,Bachelor or Higher,0
9609,Bachelor or Higher,0
9610,None,5
9611,Bachelor or Higher,0
9612,None,5
9613,None,5
9614,None,5
9615,None,5
9616,Bachelor or Higher,0
9617,Bachelor or Higher,0
9618,Bachelor or Higher,0
9619,Bachelor or Higher,0
9620,Bachelor or Higher,0
9621,Bachelor or Higher,0
9622,Bachelor or Higher,0
9623,Bachelor or Higher,0
9624,Bachelor or Higher,0
9625,Bachelor or Higher,0
9626,Bachelor or Higher,0
9627,None,5
9628,None,5
9629,Bachelor or Higher,0
9630,None,5
9631,None,5
9632,Bachelor or Higher,0
9633,Bachelor or Higher,0
9634,Bachelor or Higher,0
9635,Bachelor or Higher,0
9636,Bachelor or Higher,0
9637,Bachelor or Higher,0
9638,Bachelor or Higher,0
9639,Bachelor or Higher,0
9640,Bachelor or Higher,0
9641,Bachelor or Higher,0
9642,Bachelor or Higher,0
9643,None,5
9644,Bachelor or Higher,0
9645,None,5
9646,Bachelor or Higher,0
9647,None,5
9648,Bachelor or Higher,0
9649,Bachelor or Higher,0
9650,Bachelor or Higher,0
9651,Bachelor or Higher,0
9652,Bachelor or Higher,0
9653,None,5
9654,Bachelor or Higher,0
9655,Bachelor or Higher,0
9656,Bachelor or Higher,0
9657,Bachelor or Higher,0
9658,Bachelor or Higher,0
9659,None,5
9660,Bachelor or Higher,0
9661,Bachelor or Higher,0
9662,Bachelor or Higher,0
9663,Bachelor or Higher,0
9664,None,5
9665,None,5
9666,None,5
9667,Bachelor or Higher,0
9668,Bachelor or Higher,0
9669,Bachelor or Higher,0
9670,Bachelor or Higher,0
9671,Bachelor or Higher,0
9672,None,5
9673,Bachelor or Higher,0
9674,Bachelor or Higher,0
9675,Bachelor or Higher,0
9676,Bachelor or Higher,0
9677,Bachelor or Higher,0
9678,Bachelor or Higher,0
9679,None,5
9680,Bachelor or Higher,0
9681,Bachelor or Higher,0
9682,Bachelor or Higher,0
9683,None,5
9684,None,5
9685,Bachelor or Higher,0
9686,Bachelor or Higher,0
9687,Bachelor or Higher,0
9688,None,5
9689,Bachelor or Higher,0
9690,Bachelor or Higher,0
9691,Bachelor or Higher,0
9692,Bachelor or Higher,0
9693,None,5
9694,Bachelor or Higher,0
9695,Bachelor or Higher,0
9696,None,5
9697,Bachelor or Higher,0
9698,Bachelor or Higher,0
9699,None,5
9700,Bachelor or Higher,0
9701,None,5
9702,Bachelor or Higher,0
9703,Bachelor or Higher,0
9704,Bachelor or Higher,0
9705,Bachelor or Higher,0
9706,Bachelor or Higher,0
9707,Bachelor or Higher,0
9708,Bachelor or Higher,0
9709,None,5
9710,None,5
9711,Bachelor or Higher,0
9712,Bachelor or Higher,0
9713,Bachelor or Higher,0
9714,Bachelor or Higher,0
9715,Bachelor or Higher,0
9716,Bachelor or Higher,0
9717,None,5
9718,Bachelor or Higher,0
9719,Bachelor or Higher,0
9720,Bachelor or Higher,0
9721,None,5
9722,Bachelor or Higher,0
9723,None,5
9724,Bachelor or Higher,0
9725,Bachelor or Higher,0
9726,Bachelor or Higher,0
9727,Bachelor or Higher,0
9728,Bachelor or Higher,0
9729,Bachelor or Higher,0
9730,Bachelor or Higher,0
9731,None,5
9732,Bachelor or Higher,0
9733,Bachelor or Higher,0
9734,Bachelor or Higher,0
9735,Bachelor or Higher,0
9736,Bachelor or Higher,0
9737,Bachelor or Higher,0
9738,Bachelor or Higher,0
9739,None,5
9740,Bachelor or Higher,0
9741,None,5
9742,Bachelor or Higher,0
9743,Bachelor or Higher,0
9744,Bachelor or Higher,0
9745,Bachelor or Higher,0
9746,Bachelor or Higher,0
9747,Bachelor or Higher,0
9748,None,5
9749,Bachelor or Higher,0
9750,Bachelor or Higher,0
9751,Bachelor or Higher,0
9752,Bachelor or Higher,0
9753,None,5
9754,Bachelor or Higher,0
9755,Bachelor or Higher,0
9756,Bachelor or Higher,0
9757,Bachelor or Higher,0
9758,Bachelor or Higher,0
9759,Bachelor or Higher,0
9760,Bachelor or Higher,0
9761,None,5
9762,Bachelor or Higher,0
9763,None,5
9764,Bachelor or Higher,0
9765,Bachelor or Higher,0
9766,Bachelor or Higher,0
9767,Bachelor or Higher,0
9768,None,5
9769,None,5
9770,Bachelor or Higher,0
9771,Bachelor or Higher,0
9772,Bachelor or Higher,0
9773,None,5
9774,Bachelor or Higher,0
9775,None,5
9776,None,5
9777,None,5
9778,None,5
9779,Bachelor or Higher,0
9780,Bachelor or Higher,0
9781,None,5
9782,Bachelor or Higher,0
9783,Bachelor or Higher,0
9784,Bachelor or Higher,0
9785,None,5
9786,None,5
9787,Bachelor or Higher,0
9788,None,5
9789,Bachelor or Higher,0
9790,Bachelor or Higher,0
9791,None,5
9792,Bachelor or Higher,0
9793,Bachelor or Higher,0
9794,Bachelor or Higher,0
9795,None,5
9796,Bachelor or Higher,0
9797,Bachelor or Higher,0
9798,None,5
9799,None,5
9800,None,5
9801,None,5
9802,Bachelor or Higher,0
9803,Bachelor or Higher,0
9804,Bachelor or Higher,0
9805,Bachelor or Higher,0
9806,Bachelor or Higher,0
9807,Bachelor or Higher,0
9808,Bachelor or Higher,0
9809,Bachelor or Higher,0
9810,Bachelor or Higher,0
9811,Bachelor or Higher,0
9812,Bachelor or Higher,0
9813,None,5
9814,Bachelor or Higher,0
9815,Bachelor or Higher,0
9816,Bachelor or Higher,0
9817,None,5
9818,Bachelor or Higher,0
9819,Bachelor or Higher,0
9820,None,5
9821,Bachelor or Higher,0
9822,Bachelor or Higher,0
9823,Bachelor or Higher,0
9824,None,5
9825,Bachelor or Higher,0
9826,Bachelor or Higher,0
9827,Bachelor or Higher,0
9828,Bachelor or Higher,0
9829,Bachelor or Higher,0
9830,Bachelor or Higher,0
9831,None,5
9832,Bachelor or Higher,0
9833,Bachelor or Higher,0
9834,Bachelor or Higher,0
9835,Bachelor or Higher,0
9836,Bachelor or Higher,0
9837,Bachelor or Higher,0
9838,Bachelor or Higher,0
9839,Bachelor or Higher,0
9840,Bachelor or Higher,0
9841,None,5
9842,None,5
9843,Bachelor or Higher,0
9844,Bachelor or Higher,0
9845,None,5
9846,Bachelor or Higher,0
9847,Bachelor or Higher,0
9848,Bachelor or Higher,0
9849,Bachelor or Higher,0
9850,Bachelor or Higher,0
9851,Bachelor or Higher,0
9852,Bachelor or Higher,0
9853,Bachelor or Higher,0
9854,None,5
9855,Bachelor or Higher,0
9856,Bachelor or Higher,0
9857,None,5
9858,Bachelor or Higher,0
9859,Bachelor or Higher,0
9860,None,5
9861,Bachelor or Higher,0
9862,Bachelor or Higher,0
9863,Bachelor or Higher,0
9864,Bachelor or Higher,0
9865,Bachelor or Higher,0
9866,Bachelor or Higher,0
9867,Bachelor or Higher,0
9868,Bachelor or Higher,0
9869,Bachelor or Higher,0
9870,None,5
9871,Bachelor or Higher,0
9872,Bachelor or Higher,0
9873,None,5
9874,None,5
9875,Bachelor or Higher,0
9876,Bachelor or Higher,0
9877,Bachelor or Higher,0
9878,Bachelor or Higher,0
9879,Bachelor or Higher,0
9880,Bachelor or Higher,0
9881,Bachelor or Higher,0
9882,Bachelor or Higher,0
9883,None,5
9884,Bachelor or Higher,0
9885,Bachelor or Higher,0
9886,Bachelor or Higher,0
9887,Bachelor or Higher,0
9888,Bachelor or Higher,0
9889,None,5
9890,Bachelor or Higher,0
9891,None,5
9892,Bachelor or Higher,0
9893,None,5
9894,Bachelor or Higher,0
9895,Bachelor or Higher,0
9896,Bachelor or Higher,0
9897,Bachelor or Higher,0
9898,None,5
9899,Bachelor or Higher,0
9900,Bachelor or Higher,0
9901,None,5
9902,None,5
9903,Bachelor or Higher,0
9904,Bachelor or Higher,0
9905,Bachelor or Higher,0
9906,Bachelor or Higher,0
9907,Bachelor or Higher,0
9908,None,5
9909,Bachelor or Higher,0
9910,Bachelor or Higher,0
9911,Bachelor or Higher,0
9912,Bachelor or Higher,0
9913,Bachelor or Higher,0
9914,Bachelor or Higher,0
9915,Bachelor or Higher,0
9916,Bachelor or Higher,0
9917,Bachelor or Higher,0
9918,None,5
9919,Bachelor or Higher,0
9920,Bachelor or Higher,0
9921,None,5
9922,None,5
9923,Bachelor or Higher,0
9924,Bachelor or Higher,0
9925,Bachelor or Higher,0
9926,None,5
9927,None,5
9928,Bachelor or Higher,0
9929,Bachelor or Higher,0
9930,None,5
9931,Bachelor or Higher,0
9932,Bachelor or Higher,0
9933,Bachelor or Higher,0
9934,Bachelor or Higher,0
9935,Bachelor or Higher,0
9936,None,5
9937,None,5
9938,Bachelor or Higher,0
9939,Bachelor or Higher,0
9940,Bachelor or Higher,0
9941,Bachelor or Higher,0
9942,Bachelor or Higher,0
9943,Bachelor or Higher,0
9944,Bachelor or Higher,0
9945,Bachelor or Higher,0
9946,None,5
9947,Bachelor or Higher,0
9948,Bachelor or Higher,0
9949,Bachelor or Higher,0
9950,Bachelor or Higher,0
9951,Bachelor or Higher,0
9952,None,5
9953,Bachelor or Higher,0
9954,Bachelor or Higher,0
9955,None,5
9956,Bachelor or Higher,0
9957,Bachelor or Higher,0
9958,Bachelor or Higher,0
9959,None,5
9960,None,5
9961,Bachelor or Higher,0
9962,None,5
9963,None,5
9964,None,5
9965,None,5
9966,None,5
9967,Bachelor or Higher,0
9968,None,5
9969,None,5
9970,Bachelor or Higher,0
9971,Bachelor or Higher,0
9972,None,5
9973,Bachelor or Higher,0
9974,None,5
9975,Bachelor or Higher,0
9976,None,5
9977,Bachelor or Higher,0
9978,Bachelor or Higher,0
9979,Bachelor or Higher,0
9980,Bachelor or Higher,0
9981,None,5
9982,Bachelor or Higher,0
9983,Bachelor or Higher,0
9984,Bachelor or Higher,0
9985,None,5
9986,Bachelor or Higher,0
9987,Bachelor or Higher,0
9988,Bachelor or Higher,0
9989,Bachelor or Higher,0
9990,Bachelor or Higher,0
9991,Bachelor or Higher,0
9992,Bachelor or Higher,0
9993,Bachelor or Higher,0
9994,None,5
9995,Bachelor or Higher,0
9996,Bachelor or Higher,0
9997,Bachelor or Higher,0
9998,Bachelor or Higher,0
9999,Bachelor or Higher,0
10000,Bachelor or Higher,0
10001,Bachelor or Higher,0
10002,Bachelor or Higher,0
10003,None,5
10004,Bachelor or Higher,0
10005,None,5
10006,Bachelor or Higher,0
10007,None,5
10008,None,5
10009,None,5
10010,Bachelor or Higher,0
10011,Bachelor or Higher,0
10012,None,5
10013,None,5
10014,Bachelor or Higher,0
10015,None,5
10016,None,5
10017,None,5
10018,None,5
10019,Bachelor or Higher,0
10020,Bachelor or Higher,0
10021,None,5
10022,Bachelor or Higher,0
10023,Bachelor or Higher,0
10024,None,5
10025,Bachelor or Higher,0
10026,Bachelor or Higher,0
10027,Bachelor or Higher,0
10028,Bachelor or Higher,0
10029,None,5
10030,Bachelor or Higher,0
10031,Bachelor or Higher,0
10032,Bachelor or Higher,0
10033,Bachelor or Higher,0
10034,Bachelor or Higher,0
10035,None,5
10036,Bachelor or Higher,0
10037,None,5
10038,None,5
10039,Bachelor or Higher,0
10040,Bachelor or Higher,0
10041,Bachelor or Higher,0
10042,None,5
10043,None,5
10044,None,5
10045,Bachelor or Higher,0
10046,Bachelor or Higher,0
10047,None,5
10048,None,5
10049,None,5
10050,Bachelor or Higher,0
10051,Bachelor or Higher,0
10052,Bachelor or Higher,0
10053,None,5
10054,Bachelor or Higher,0
10055,Bachelor or Higher,0
10056,None,5
10057,None,5
10058,None,5
10059,Bachelor or Higher,0
10060,Bachelor or Higher,0
10061,Bachelor or Higher,0
10062,Bachelor or Higher,0
10063,Bachelor or Higher,0
10064,Bachelor or Higher,0
10065,Bachelor or Higher,0
10066,Bachelor or Higher,0
10067,None,5
10068,None,5
10069,Bachelor or Higher,0
10070,Bachelor or Higher,0
10071,Bachelor or Higher,0
10072,None,5
10073,None,5
10074,Bachelor or Higher,0
10075,Bachelor or Higher,0
10076,Bachelor or Higher,0
10077,None,5
10078,None,5
10079,Bachelor or Higher,0
10080,Bachelor or Higher,0
10081,Bachelor or Higher,0
10082,Bachelor or Higher,0
10083,Bachelor or Higher,0
10084,Bachelor or Higher,0
10085,None,5
10086,Bachelor or Higher,0
10087,Bachelor or Higher,0
10088,Bachelor or Higher,0
10089,None,5
10090,Bachelor or Higher,0
10091,Bachelor or Higher,0
10092,None,5
10093,None,5
10094,Bachelor or Higher,0
10095,Bachelor or Higher,0
10096,Bachelor or Higher,0
10097,None,5
10098,None,5
10099,None,5
10100,Bachelor or Higher,0
10101,Bachelor or Higher,0
10102,Bachelor or Higher,0
10103,Bachelor or Higher,0
10104,None,5
10105,Bachelor or Higher,0
10106,None,5
10107,Bachelor or Higher,0
10108,Bachelor or Higher,0
10109,Bachelor or Higher,0
10110,Bachelor or Higher,0
10111,None,5
10112,None,5
10113,Bachelor or Higher,0
10114,Bachelor or Higher,0
10115,Bachelor or Higher,0
10116,None,5
10117,None,5
10118,Bachelor or Higher,0
10119,Bachelor or Higher,0
10120,None,5
10121,None,5
10122,None,5
10123,None,5
10124,Bachelor or Higher,0
10125,None,5
10126,Bachelor or Higher,0
10127,Bachelor or Higher,0
10128,None,5
10129,None,5
10130,Bachelor or Higher,0
10131,Bachelor or Higher,0
10132,Bachelor or Higher,0
10133,Bachelor or Higher,0
10134,None,5
10135,Bachelor or Higher,0
10136,Bachelor or Higher,0
10137,Bachelor or Higher,0
10138,None,5
10139,Bachelor or Higher,0
10140,Bachelor or Higher,0
10141,Bachelor or Higher,0
10142,None,5
10143,None,5
10144,Bachelor or Higher,0
10145,Bachelor or Higher,0
10146,None,5
10147,Bachelor or Higher,0
10148,Bachelor or Higher,0
10149,Bachelor or Higher,0
10150,Bachelor or Higher,0
10151,None,5
10152,Bachelor or Higher,0
10153,Bachelor or Higher,0
10154,Bachelor or Higher,0
10155,None,5
10156,Bachelor or Higher,0
10157,None,5
10158,Bachelor or Higher,0
10159,None,5
10160,Bachelor or Higher,0
10161,None,5
10162,Bachelor or Higher,0
10163,Bachelor or Higher,0
10164,Bachelor or Higher,0
10165,Bachelor or Higher,0
10166,Bachelor or Higher,0
10167,None,5
10168,None,5
10169,Bachelor or Higher,0
10170,Bachelor or Higher,0
10171,Bachelor or Higher,0
10172,Bachelor or Higher,0
10173,Bachelor or Higher,0
10174,Bachelor or Higher,0
10175,None,5
10176,Bachelor or Higher,0
10177,Bachelor or Higher,0
10178,None,5
10179,Bachelor or Higher,0
10180,None,5
10181,Bachelor or Higher,0
10182,Bachelor or Higher,0
10183,None,5
10184,Bachelor or Higher,0
10185,Bachelor or Higher,0
10186,Bachelor or Higher,0
10187,Bachelor or Higher,0
10188,Bachelor or Higher,0
10189,None,5
10190,None,5
10191,Bachelor or Higher,0
10192,Bachelor or Higher,0
10193,Bachelor or Higher,0
10194,Bachelor or Higher,0
10195,Bachelor or Higher,0
10196,Bachelor or Higher,0
10197,Bachelor or Higher,0
10198,Bachelor or Higher,0
10199,Bachelor or Higher,0
10200,Bachelor or Higher,0
10201,Bachelor or Higher,0
10202,None,5
10203,Bachelor or Higher,0
10204,None,5
10205,None,5
10206,Bachelor or Higher,0
10207,None,5
10208,Bachelor or Higher,0
10209,None,5
10210,Bachelor or Higher,0
10211,Bachelor or Higher,0
10212,Bachelor or Higher,0
10213,None,5
10214,Bachelor or Higher,0
10215,Bachelor or Higher,0
10216,None,5
10217,None,5
10218,Bachelor or Higher,0
10219,Bachelor or Higher,0
10220,None,5
10221,None,5
10222,Bachelor or Higher,0
10223,Bachelor or Higher,0
10224,Bachelor or Higher,0
