user_count,worker_id,first_name,bill_rate,country,country_id,degree,education,education_id,work_experience,job_category,job_category_id
1,~01d9ddd8ad68ce6189,John,33.33,Australia,0,Bachelors,Bachelor,0,-1,Customer Service,0
